index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Count_Workers,year,month,Count_Workers_sa,Count_Workers_trend,Count_Workers_sa_cycle
188,2023-09-01,2023-09-01,2,Mining,10922,2023,9,11192.544589971405,11294.833333333332,-1611.8538218411177
189,2023-10-01,2023-10-01,2,Mining,11452,2023,10,11275.459877961603,11286.583333333334,-1514.7586724226057
190,2023-11-01,2023-11-01,2,Mining,11886,2023,11,11850.0223779616,11301.666666666668,-926.4572564326372
191,2023-12-01,2023-12-01,2,Mining,10921,2023,12,11257.785398794935,11301.791666666666,-1505.4436838683905
192,2024-01-01,2024-01-01,2,Mining,10457,2024,1,10817.535398794935,11295.833333333332,-1932.9717666273064
193,2024-02-01,2024-02-01,2,Mining,11767,2024,2,11615.433836294935,11310.708333333332,-1122.9087005290148
194,2024-03-01,2024-03-01,2,Mining,10699,2024,3,10763.9364404616,11303.75,-1962.8124956542033
195,2024-04-01,2024-04-01,2,Mining,11514,2024,4,11435.6708154616,11300.458333333334,-1280.060622664574
196,2024-05-01,2024-05-01,2,Mining,11718,2024,5,11541.337482128267,11321.249999999998,-1163.9424903970175
197,2024-06-01,2024-06-01,2,Mining,11472,2024,6,11432.4051904616,11507.666666666666,-1262.9694015107762
198,2024-07-01,2024-07-01,2,Mining,11686,2024,7,11395.449001736111,11888.416666666664,-1290.5373663528499
199,2024-08-01,2024-08-01,2,Mining,11353,2024,8,11269.419589971405,12239.958333333332,-1407.6570373908635
200,2024-09-01,2024-09-01,2,Mining,10518,2024,9,10788.544589971405,12582.541666666666,-1880.0521484580731
201,2024-10-01,2024-10-01,2,Mining,11777,2024,10,11600.459877961603,,-1060.0273304149596
202,2024-11-01,2024-11-01,2,Mining,12060,2024,11,12024.0223779616,,-628.6516597526643
203,2024-12-01,2024-12-01,2,Mining,15221,2024,12,15557.785398794935,,2912.7103510648303
204,2025-01-01,2025-01-01,2,Mining,15295,2025,1,15655.535398794935,,3017.9321897905775
205,2025-02-01,2025-02-01,2,Mining,15366,2025,2,15214.433836294935,,2584.2398695607353
206,2025-03-01,2025-03-01,2,Mining,15322,2025,3,15386.9364404616,,2764.1303878309864
0,2008-01-01,2008-01-01,3,Manufacturing,40191,2008,1,40338.518586601305,,-2700.4193694319692
1,2008-02-01,2008-02-01,3,Manufacturing,42186,2008,2,42024.47171160131,,-1348.5955524590754
2,2008-03-01,2008-03-01,3,Manufacturing,44463,2008,3,43497.93525326797,,-209.2404822503304
3,2008-04-01,2008-04-01,3,Manufacturing,44338,2008,4,43619.10712826798,,-422.1249997399136
4,2008-05-01,2008-05-01,3,Manufacturing,43982,2008,5,43820.42223243464,,-554.7813521855132
5,2008-06-01,2008-06-01,3,Manufacturing,44464,2008,6,44708.24254493464,,-0.8114463741003419
6,2008-07-01,2008-07-01,3,Manufacturing,46862,2008,7,47106.06898488562,45197.0,2063.3260315786174
7,2008-08-01,2008-08-01,3,Manufacturing,46077,2008,8,46372.417024101305,45649.916666666664,996.1869545141599
8,2008-09-01,2008-09-01,3,Manufacturing,46095,2008,9,46950.20869076798,45972.0,1240.7178309210576
9,2008-10-01,2008-10-01,3,Manufacturing,47550,2008,10,47708.40400326798,46215.291666666664,1665.8954728561584
10,2008-11-01,2008-11-01,3,Manufacturing,47117,2008,11,46997.588899101305,46456.208333333336,622.3130380539224
11,2008-12-01,2008-12-01,3,Manufacturing,45982,2008,12,46163.61494076797,46671.04166666667,-544.183544882886
12,2009-01-01,2009-01-01,3,Manufacturing,46305,2009,1,46452.518586601305,46770.541666666664,-587.5682533163344
13,2009-02-01,2009-02-01,3,Manufacturing,46942,2009,2,46780.47171160131,46824.958333333336,-591.675448994727
14,2009-03-01,2009-03-01,3,Manufacturing,47437,2009,3,46471.93525326797,46910.20833333333,-1232.045897460739
15,2009-04-01,2009-04-01,3,Manufacturing,47203,2009,4,46484.10712826798,46967.25,-1551.4788196933223
16,2009-05-01,2009-05-01,3,Manufacturing,46899,2009,5,46737.42223243464,47062.416666666664,-1629.5269509778373
17,2009-06-01,2009-06-01,3,Manufacturing,46703,2009,6,46947.24254493464,47231.33333333333,-1750.8039719790904
18,2009-07-01,2009-07-01,3,Manufacturing,47011,2009,7,47255.06898488562,47441.54166666667,-1773.7720499005009
19,2009-08-01,2009-08-01,3,Manufacturing,47234,2009,8,47529.417024101305,47678.45833333333,-1829.8652899594817
20,2009-09-01,2009-09-01,3,Manufacturing,46984,2009,9,47839.20869076798,47914.75,-1850.097554488173
21,2009-10-01,2009-10-01,3,Manufacturing,48030,2009,10,48188.40400326798,48210.0,-1830.4305962917279
22,2009-11-01,2009-11-01,3,Manufacturing,48921,2009,11,48801.588899101305,48579.75,-1546.1859736135375
23,2009-12-01,2009-12-01,3,Manufacturing,48232,2009,12,48413.61494076797,48969.83333333333,-2262.405496004103
24,2010-01-01,2010-01-01,3,Manufacturing,49100,2010,1,49247.518586601305,49365.45833333332,-1755.9341467332633
25,2010-02-01,2010-02-01,3,Manufacturing,49833,2010,2,49671.47171160131,49777.958333333336,-1658.4640355716838
26,2010-03-01,2010-03-01,3,Manufacturing,50217,2010,3,49251.93525326797,50220.041666666664,-2403.3846609154643
27,2010-04-01,2010-04-01,3,Manufacturing,51509,2010,4,50790.10712826798,50671.45833333333,-1189.3357452035925
28,2010-05-01,2010-05-01,3,Manufacturing,51467,2010,5,51305.42223243464,51124.37499999999,-996.701487073733
29,2010-06-01,2010-06-01,3,Manufacturing,51497,2010,6,51741.24254493464,51672.95833333332,-881.9298248568084
30,2010-07-01,2010-07-01,3,Manufacturing,51712,2010,7,51956.06898488562,52276.12499999999,-986.3220663348839
31,2010-08-01,2010-08-01,3,Manufacturing,52433,2010,8,52728.417024101305,52837.75,-531.1581615798787
32,2010-09-01,2010-09-01,3,Manufacturing,52395,2010,9,53250.20869076798,53430.791666666664,-324.3038937813544
33,2010-10-01,2010-10-01,3,Manufacturing,53453,2010,10,53611.40400326798,54030.08333333332,-275.58295749022363
34,2010-11-01,2010-11-01,3,Manufacturing,54368,2010,11,54248.588899101305,54612.24999999999,51.809374205127824
35,2010-12-01,2010-12-01,3,Manufacturing,55951,2010,12,56132.61494076797,55198.083333333336,1628.9455796280454
36,2011-01-01,2011-01-01,3,Manufacturing,55857,2011,1,56004.518586601305,55783.45833333333,1197.0826331714707
37,2011-02-01,2011-02-01,3,Manufacturing,56555,2011,2,56393.47171160131,56361.541666666664,1285.6003568704982
38,2011-03-01,2011-03-01,3,Manufacturing,57728,2011,3,56762.93525326797,56925.625,1358.1583985114703
39,2011-04-01,2011-04-01,3,Manufacturing,58381,2011,4,57662.10712826798,57472.916666666664,1964.1434652916287
40,2011-05-01,2011-05-01,3,Manufacturing,58567,2011,5,58405.42223243464,58006.166666666664,2418.1687639575393
41,2011-06-01,2011-06-01,3,Manufacturing,58457,2011,6,58701.24254493464,58460.54166666667,2428.7594291611313
42,2011-07-01,2011-07-01,3,Manufacturing,58801,2011,7,59045.06898488562,58784.83333333333,2491.56087679568
43,2011-08-01,2011-08-01,3,Manufacturing,59218,2011,8,59513.417024101305,59049.45833333333,2683.214335022829
44,2011-09-01,2011-09-01,3,Manufacturing,59148,2011,9,60003.20869076798,59276.12499999999,2900.7483633700176
45,2011-10-01,2011-10-01,3,Manufacturing,59835,2011,10,59993.40400326798,59467.08333333333,2623.2088077464214
46,2011-11-01,2011-11-01,3,Manufacturing,60784,2011,11,60664.588899101305,59640.749999999985,3031.2450508612674
47,2011-12-01,2011-12-01,3,Manufacturing,60440,2011,12,60621.61494076797,59811.95833333333,2729.7518596150985
48,2012-01-01,2012-01-01,3,Manufacturing,59151,2012,1,59298.518586601305,59963.75,1152.7855075052576
49,2012-02-01,2012-02-01,3,Manufacturing,59612,2012,2,59450.47171160131,60109.541666666664,1055.5166217956066
50,2012-03-01,2012-03-01,3,Manufacturing,60111,2012,3,59145.93525326797,60235.666666666664,506.3959973000892
51,2012-04-01,2012-04-01,3,Manufacturing,60581,2012,4,59862.10712826798,60317.79166666667,982.603263580997
52,2012-05-01,2012-05-01,3,Manufacturing,60535,2012,5,60373.42223243464,60318.666666666664,1258.551121990713
53,2012-06-01,2012-06-01,3,Manufacturing,60598,2012,6,60842.24254493464,60228.66666666666,1496.5717753996796
54,2012-07-01,2012-07-01,3,Manufacturing,60303,2012,7,60547.06898488562,60263.708333333336,975.1266555867114
55,2012-08-01,2012-08-01,3,Manufacturing,61215,2012,8,61510.417024101305,60432.041666666664,1716.6801994049747
56,2012-09-01,2012-09-01,3,Manufacturing,60178,2012,9,61033.20869076798,60650.87499999999,1022.0958759547793
57,2012-10-01,2012-10-01,3,Manufacturing,60776,2012,10,60934.40400326798,60905.95833333333,710.2618985432928
58,2012-11-01,2012-11-01,3,Manufacturing,59864,2012,11,59744.588899101305,61114.49999999999,-688.3154869469436
59,2012-12-01,2012-12-01,3,Manufacturing,59200,2012,12,59381.61494076797,61290.874999999985,-1255.8698900492527
60,2013-01-01,2013-01-01,3,Manufacturing,61232,2013,1,61379.518586601305,61455.20833333332,541.55528661266
61,2013-02-01,2013-02-01,3,Manufacturing,61571,2013,2,61409.47171160131,61626.79166666666,375.0617474358223
62,2013-03-01,2013-03-01,3,Manufacturing,63404,2013,3,62438.93525326797,61728.499999999985,1212.0360806499157
63,2013-04-01,2013-04-01,3,Manufacturing,63410,2013,4,62691.10712826798,61749.83333333332,1275.5989596564177
64,2013-05-01,2013-05-01,3,Manufacturing,62711,2013,5,62549.42223243464,61861.12499999999,949.0986848931207
65,2013-06-01,2013-06-01,3,Manufacturing,62655,2013,6,62899.24254493464,62050.791666666664,1117.800797546668
66,2013-07-01,2013-07-01,3,Manufacturing,62190,2013,7,62434.06898488562,62142.83333333333,475.1024554623291
67,2013-08-01,2013-08-01,3,Manufacturing,63446,2013,8,63741.417024101305,62142.5,1608.4067441752995
68,2013-09-01,2013-09-01,3,Manufacturing,60388,2013,9,61243.20869076798,62137.70833333334,-1060.4803603206674
69,2013-10-01,2013-10-01,3,Manufacturing,61078,2013,10,61236.40400326798,62120.333333333336,-1234.7273023816451
70,2013-11-01,2013-11-01,3,Manufacturing,62233,2013,11,62113.588899101305,62115.333333333336,-521.8684245272088
71,2013-12-01,2013-12-01,3,Manufacturing,61383,2013,12,61564.61494076797,62122.24999999999,-1232.1629170600718
72,2014-01-01,2014-01-01,3,Manufacturing,61258,2014,1,61405.518586601305,62231.58333333333,-1549.6810476870887
73,2014-02-01,2014-02-01,3,Manufacturing,61537,2014,2,61375.47171160131,62404.70833333333,-1735.3481600184823
74,2014-03-01,2014-03-01,3,Manufacturing,63323,2014,3,62357.93525326797,62630.208333333336,-905.7885777490155
75,2014-04-01,2014-04-01,3,Manufacturing,63074,2014,4,62355.10712826798,62960.24999999999,-1058.8762553746128
76,2014-05-01,2014-05-01,3,Manufacturing,62927,2014,5,62765.42223243464,63255.625,-796.2411791152044
77,2014-06-01,2014-06-01,3,Manufacturing,62605,2014,6,62849.24254493464,63545.95833333334,-857.5780815158869
78,2014-07-01,2014-07-01,3,Manufacturing,64864,2014,7,65108.06898488562,63855.541666666664,1258.5633886654978
79,2014-08-01,2014-08-01,3,Manufacturing,64927,2014,8,65222.417024101305,64161.416666666664,1232.6547524819907
80,2014-09-01,2014-09-01,3,Manufacturing,64319,2014,9,65174.20869076798,64433.66666666667,1046.564376221926
81,2014-10-01,2014-10-01,3,Manufacturing,65068,2014,10,65226.40400326798,64683.16666666667,963.189105144731
82,2014-11-01,2014-11-01,3,Manufacturing,65332,2014,11,65212.588899101305,64949.74999999999,816.0436282851006
83,2014-12-01,2014-12-01,3,Manufacturing,65252,2014,12,65433.61494076797,65218.70833333333,905.900827663063
84,2015-01-01,2015-01-01,3,Manufacturing,64819,2015,1,64966.518586601305,65319.87500000001,309.7121844990397
85,2015-02-01,2015-02-01,3,Manufacturing,65317,2015,2,65155.47171160131,65261.12499999999,371.5576067045986
86,2015-03-01,2015-03-01,3,Manufacturing,66077,2015,3,65111.93525326797,65203.70833333333,202.80367493678932
87,2015-04-01,2015-04-01,3,Manufacturing,66308,2015,4,65589.10712826798,65130.0,556.5510820625495
88,2015-05-01,2015-05-01,3,Manufacturing,66091,2015,5,65929.42223243463,65065.95833333333,775.1359352722066
89,2015-06-01,2015-06-01,3,Manufacturing,65896,2015,6,66140.24254493463,64987.624999999985,865.8171307138546
90,2015-07-01,2015-07-01,3,Manufacturing,64001,2015,7,64245.06898488562,64985.999999999985,-1148.0134765006296
91,2015-08-01,2015-08-01,3,Manufacturing,64380,2015,8,64675.417024101305,65085.54166666666,-834.9561592510217
92,2015-09-01,2015-09-01,3,Manufacturing,63488,2015,9,64343.20869076798,65190.749999999985,-1283.1957759158686
93,2015-10-01,2015-10-01,3,Manufacturing,64130,2015,10,64288.40400326798,65317.54166666666,-1452.872752114723
94,2015-11-01,2015-11-01,3,Manufacturing,64733,2015,11,64613.588899101305,65435.91666666665,-1241.4916931474872
95,2015-12-01,2015-12-01,3,Manufacturing,63971,2015,12,64152.61494076797,65534.54166666666,-1815.2803688761705
96,2016-01-01,2016-01-01,3,Manufacturing,66061,2016,1,66208.5185866013,65621.875,128.7279260817304
97,2016-02-01,2016-02-01,3,Manufacturing,66464,2016,2,66302.4717116013,65686.91666666667,111.64932056836551
98,2016-03-01,2016-03-01,3,Manufacturing,67455,2016,3,66489.93525326798,65746.875,188.88801265487564
99,2016-04-01,2016-04-01,3,Manufacturing,67973,2016,4,67254.10712826798,65831.0,843.5843180873926
100,2016-05-01,2016-05-01,3,Manufacturing,67267,2016,5,67105.42223243463,65912.29166666666,586.1140743094875
101,2016-06-01,2016-06-01,3,Manufacturing,67087,2016,6,67331.24254493463,65988.625,703.7736929598614
102,2016-07-01,2016-07-01,3,Manufacturing,64906,2016,7,65150.06898488562,66067.45833333333,-1585.0059968569767
103,2016-08-01,2016-08-01,3,Manufacturing,65036,2016,8,65331.417024101305,66134.33333333333,-1510.7850436930166
104,2016-09-01,2016-09-01,3,Manufacturing,64271,2016,9,65126.20869076798,66187.95833333333,-1822.7047097431641
105,2016-10-01,2016-10-01,3,Manufacturing,65366,2016,10,65524.40400326798,66201.08333333333,-1530.856609714232
106,2016-11-01,2016-11-01,3,Manufacturing,65448,2016,11,65328.588899101305,66197.0,-1832.6923751157883
107,2016-12-01,2016-12-01,3,Manufacturing,65088,2016,12,65269.61494076797,66207.16666666667,-1997.3862002921887
108,2017-01-01,2017-01-01,3,Manufacturing,66836,2017,1,66983.5185866013,66310.16666666667,-388.9132426095748
109,2017-02-01,2017-02-01,3,Manufacturing,67294,2017,2,67132.4717116013,66487.54166666667,-345.0978308368358
110,2017-03-01,2017-03-01,3,Manufacturing,67912,2017,3,66946.93525326798,66675.41666666666,-635.4722303691378
111,2017-04-01,2017-04-01,3,Manufacturing,67831,2017,4,67112.10712826798,66870.375,-574.829064643025
112,2017-05-01,2017-05-01,3,Manufacturing,67311,2017,5,67149.42223243463,67070.95833333333,-641.7190745933185
113,2017-06-01,2017-06-01,3,Manufacturing,67287,2017,6,67531.24254493463,67298.5,-363.7614824119373
114,2017-07-01,2017-07-01,3,Manufacturing,67178,2017,7,67422.06898488563,67463.45833333334,-576.4316188037919
115,2017-08-01,2017-08-01,3,Manufacturing,67021,2017,8,67316.4170241013,67566.91666666667,-785.1874549761997
116,2017-09-01,2017-09-01,3,Manufacturing,66795,2017,9,67650.20869076798,67704.375,-554.075957989
117,2017-10-01,2017-10-01,3,Manufacturing,67521,2017,10,67679.40400326798,67870.75,-627.1000461608346
118,2017-11-01,2017-11-01,3,Manufacturing,68107,2017,11,67987.5888991013,68044.125,-420.6324434152193
119,2017-12-01,2017-12-01,3,Manufacturing,67890,2017,12,68071.61494076798,68207.875,-437.7754099407175
120,2018-01-01,2018-01-01,3,Manufacturing,67993,2018,1,68140.5185866013,68354.41666666666,-469.44306447188137
121,2018-02-01,2018-02-01,3,Manufacturing,68620,2018,2,68458.4717116013,68426.375,-251.41073117985798
122,2018-03-01,2018-03-01,3,Manufacturing,69885,2018,3,68919.93525326798,68421.79166666666,110.83895051000582
123,2018-04-01,2018-04-01,3,Manufacturing,69851,2018,4,69132.10712826798,68424.66666666667,224.56226023666386
124,2018-05-01,2018-05-01,3,Manufacturing,69452,2018,5,69290.42223243463,68430.74999999999,285.25160156695347
125,2018-06-01,2018-06-01,3,Manufacturing,69076,2018,6,69320.24254493463,68545.74999999999,218.32472866756143
126,2018-07-01,2018-07-01,3,Manufacturing,68906,2018,7,69150.06898488563,68772.37499999999,-47.66386535928177
127,2018-08-01,2018-08-01,3,Manufacturing,67020,2018,8,67315.4170241013,68987.70833333333,-1977.1468193197506
128,2018-09-01,2018-09-01,3,Manufacturing,66686,2018,9,67541.20869076798,69236.16666666666,-1845.1498478706199
129,2018-10-01,2018-10-01,3,Manufacturing,67699,2018,10,67857.40400326798,69509.16666666666,-1621.6454197100975
130,2018-11-01,2018-11-01,3,Manufacturing,68075,2018,11,67955.5888991013,69757.91666666666,-1614.9658471514267
131,2018-12-01,2018-12-01,3,Manufacturing,70682,2018,12,70863.61494076798,69917.74999999999,1202.8346951883286
132,2019-01-01,2019-01-01,3,Manufacturing,70640,2019,1,70787.5185866013,70089.5,1037.8993896816537
133,2019-02-01,2019-02-01,3,Manufacturing,71141,2019,2,70979.4717116013,70428.83333333333,1142.4975542358297
134,2019-03-01,2019-03-01,3,Manufacturing,73327,2019,3,72361.93525326798,70836.25,2439.1795607751556
135,2019-04-01,2019-04-01,3,Manufacturing,72961,2019,4,72242.10712826798,71201.08333333333,2235.2239448230685
136,2019-05-01,2019-05-01,3,Manufacturing,72312,2019,5,72150.42223243463,71524.375,2061.127400239726
137,2019-06-01,2019-06-01,3,Manufacturing,70052,2019,6,70296.24254493463,71738.91666666666,126.2964571203338
138,2019-07-01,2019-07-01,3,Manufacturing,72052,2019,7,72296.06898488563,71761.95833333333,2047.2606817502528
139,2019-08-01,2019-08-01,3,Manufacturing,72018,2019,8,72313.4170241013,71682.625,1987.563218601179
140,2019-09-01,2019-09-01,3,Manufacturing,71466,2019,9,72321.20869076798,71503.25,1920.1379717529198
141,2019-10-01,2019-10-01,3,Manufacturing,71675,2019,10,71833.40400326798,71059.33333333333,1358.9414993453393
142,2019-11-01,2019-11-01,3,Manufacturing,71858,2019,11,71738.5888991013,70495.91666666666,1192.5414627565478
143,2019-12-01,2019-12-01,3,Manufacturing,72048,2019,12,72229.61494076798,70084.99999999999,1613.7606627049245
144,2020-01-01,2020-01-01,3,Manufacturing,69827,2020,1,69974.5185866013,69704.08333333333,-709.4024059666554
145,2020-02-01,2020-02-01,3,Manufacturing,70050,2020,2,69888.4717116013,69260.04166666666,-861.8262836055947
146,2020-03-01,2020-03-01,3,Manufacturing,70113,2020,3,69147.93525326798,68844.16666666666,-1667.0949742753292
147,2020-04-01,2020-04-01,3,Manufacturing,65521,2020,4,64802.10712826798,68530.375,-6076.048852978463
148,2020-05-01,2020-05-01,3,Manufacturing,66230,2020,5,66068.42223243463,68350.375,-4871.278452163751
149,2020-06-01,2020-06-01,3,Manufacturing,66272,2020,6,66516.24254493463,68241.16666666666,-4483.400337853585
150,2020-07-01,2020-07-01,3,Manufacturing,66690,2020,7,66934.06898488563,68238.875,-4123.854549094322
151,2020-08-01,2020-08-01,3,Manufacturing,66723,2020,8,67018.4170241013,68345.29166666667,-4096.031978097832
152,2020-09-01,2020-09-01,3,Manufacturing,66780,2020,9,67635.20869076798,68506.25,-3533.885140838058
153,2020-10-01,2020-10-01,3,Manufacturing,68830,2020,10,68988.40400326798,68907.29166666667,-2233.2969579078344
154,2020-11-01,2020-11-01,3,Manufacturing,70383,2020,11,70263.5888991013,69456.25,-1008.4971631501394
155,2020-12-01,2020-12-01,3,Manufacturing,70902,2020,12,71083.61494076798,69950.66666666666,-236.43263317826495
156,2021-01-01,2021-01-01,3,Manufacturing,70918,2021,1,71065.5185866013,70437.99999999999,-299.85756715835305
157,2021-02-01,2021-02-01,3,Manufacturing,71513,2021,2,71351.4717116013,70949.20833333333,-56.38892326396308
158,2021-03-01,2021-03-01,3,Manufacturing,72513,2021,3,71547.93525326798,71512.87499999999,100.64771654708602
159,2021-04-01,2021-04-01,3,Manufacturing,72746,2021,4,72027.10712826798,72017.45833333331,543.6641845833365
160,2021-05-01,2021-05-01,3,Manufacturing,72180,2021,5,72018.42223243463,72393.70833333333,502.3085157172318
161,2021-06-01,2021-06-01,3,Manufacturing,72188,2021,6,72432.24254493463,72732.79166666666,887.1516332148749
162,2021-07-01,2021-07-01,3,Manufacturing,72470,2021,7,72714.06898488563,73068.95833333333,1143.899524456021
163,2021-08-01,2021-08-01,3,Manufacturing,73212,2021,8,73507.4170241013,73385.20833333333,1916.2658842106757
164,2021-09-01,2021-09-01,3,Manufacturing,73819,2021,9,74674.20869076798,73690.83333333333,3066.362137236283
165,2021-10-01,2021-10-01,3,Manufacturing,73901,2021,10,74059.40400326798,73996.95833333333,2439.3229124840727
166,2021-11-01,2021-11-01,3,Manufacturing,74342,2021,11,74222.5888991013,74301.45833333333,2594.8850978212868
167,2021-12-01,2021-12-01,3,Manufacturing,75081,2021,12,75262.61494076798,74591.625,3632.0323841791396
168,2022-01-01,2022-01-01,3,Manufacturing,74807,2022,1,74954.5185866013,74865.70833333334,3325.913336060563
169,2022-02-01,2022-02-01,3,Manufacturing,75214,2022,2,75052.4717116013,75096.0,3430.7839096939715
170,2022-03-01,2022-03-01,3,Manufacturing,76147,2022,3,75181.93525326798,75244.29166666667,3572.163460896234
171,2022-04-01,2022-04-01,3,Manufacturing,76459,2022,4,75740.10712826798,75348.08333333334,4147.28185255274
172,2022-05-01,2022-05-01,3,Manufacturing,75775,2022,5,75613.42223243463,75437.25,4042.5783637259883
173,2022-06-01,2022-06-01,3,Manufacturing,75557,2022,6,75801.24254493463,75359.29166666666,4257.387356180174
174,2022-07-01,2022-07-01,3,Manufacturing,75679,2022,7,75923.06898488563,75111.45833333334,4411.150938896215
175,2022-08-01,2022-08-01,3,Manufacturing,75530,2022,8,75825.4170241013,74831.41666666667,4350.292923339919
176,2022-09-01,2022-09-01,3,Manufacturing,75060,2022,9,75915.20869076798,74498.16666666667,4481.609640691298
177,2022-10-01,2022-10-01,3,Manufacturing,75151,2022,10,75309.40400326798,74105.45833333333,3921.9018452512973
178,2022-11-01,2022-11-01,3,Manufacturing,75232,2022,11,75112.5888991013,73600.87500000001,3775.561630117256
179,2022-12-01,2022-12-01,3,Manufacturing,72320,2022,12,72501.61494076798,73001.91666666667,1219.2164517982164
180,2023-01-01,2023-01-01,3,Manufacturing,71620,2023,1,71767.5185866013,72376.25,543.6495302165131
181,2023-02-01,2023-02-01,3,Manufacturing,71680,2023,2,71518.4717116013,71719.95833333334,356.7700944268872
182,2023-03-01,2023-03-01,3,Manufacturing,71683,2023,3,70717.93525326798,71120.08333333333,-378.22775884263683
183,2023-04-01,2023-04-01,3,Manufacturing,71498,2023,4,70779.10712826798,70607.91666666667,-248.4157065530162
184,2023-05-01,2023-05-01,3,Manufacturing,68626,2023,5,68464.42223243463,70108.62499999999,-2491.625528074539
185,2023-06-01,2023-06-01,3,Manufacturing,68331,2023,6,68575.24254493463,69703.45833333333,-2306.7600026561995
186,2023-07-01,2023-07-01,3,Manufacturing,67889,2023,7,68133.06898488563,69451.41666666667,-2672.563744090454
187,2023-08-01,2023-08-01,3,Manufacturing,67569,2023,8,67864.4170241013,69237.875,-2862.749014399611
188,2023-09-01,2023-09-01,3,Manufacturing,68624,2023,9,69479.20869076798,69042.79166666666,-1167.6008975995646
189,2023-10-01,2023-10-01,3,Manufacturing,69295,2023,10,69453.40400326798,68874.95833333333,-1111.3443983973848
190,2023-11-01,2023-11-01,3,Manufacturing,69105,2023,11,68985.5888991013,68815.41666666666,-1495.5695931162918
191,2023-12-01,2023-12-01,3,Manufacturing,68723,2023,12,68904.61494076798,68853.54166666667,-1491.5923578911752
192,2024-01-01,2024-01-01,3,Manufacturing,69168,2024,1,69315.5185866013,68884.41666666667,-994.5321331348241
193,2024-02-01,2024-02-01,3,Manufacturing,69007,2024,2,68845.4717116013,68926.04166666667,-1377.3614333930018
194,2024-03-01,2024-03-01,3,Manufacturing,69674,2024,3,68708.93525326798,68891.25,-1425.7560368524573
195,2024-04-01,2024-04-01,3,Manufacturing,69479,2024,4,68760.10712826798,68764.25,-1285.644114744413
196,2024-05-01,2024-05-01,3,Manufacturing,69216,2024,5,69054.42223243463,68640.08333333334,-901.705857929468
197,2024-06-01,2024-06-01,3,Manufacturing,68656,2024,6,68900.24254493463,68620.5,-965.6844538413716
198,2024-07-01,2024-07-01,3,Manufacturing,68305,2024,7,68549.06898488563,68640.49999999999,-1226.177192355899
199,2024-08-01,2024-08-01,3,Manufacturing,68152,2024,8,68447.4170241013,68580.5,-1236.7593593838974
200,2024-09-01,2024-09-01,3,Manufacturing,67206,2024,9,68061.20869076798,68419.95833333333,-1531.5902232198132
201,2024-10-01,2024-10-01,3,Manufacturing,67665,2024,10,67823.40400326798,,-1677.7815190657711
202,2024-11-01,2024-11-01,3,Manufacturing,67755,2024,11,67635.5888991013,,-1773.8072451803891
203,2024-12-01,2024-12-01,3,Manufacturing,69603,2024,12,69784.61494076798,,467.13717102272494
204,2025-01-01,2025-01-01,3,Manufacturing,68768,2025,1,68915.5185866013,,-309.94511525245616
205,2025-02-01,2025-02-01,3,Manufacturing,67967,2025,2,67805.4717116013,,-1327.919136588709
206,2025-03-01,2025-03-01,3,Manufacturing,66861,2025,3,65895.93525326798,,-3145.358471517
0,2008-01-01,2008-01-01,4,"Electricity, gas, water and waste management",2567,2008,1,2574.770475898693,,-332.4089805252761
1,2008-02-01,2008-02-01,4,"Electricity, gas, water and waste management",2863,2008,2,2853.3121425653594,,-94.4267375720292
2,2008-03-01,2008-03-01,4,"Electricity, gas, water and waste management",2922,2008,3,2918.895475898693,,-69.4002630680061
3,2008-04-01,2008-04-01,4,"Electricity, gas, water and waste management",2988,2008,4,2967.939746732026,,-60.90699269439392
4,2008-05-01,2008-05-01,4,"Electricity, gas, water and waste management",3035,2008,5,3033.098600898693,,-36.289451636520425
5,2008-06-01,2008-06-01,4,"Electricity, gas, water and waste management",3078,2008,6,3095.8980800653594,,-14.017299285018908
6,2008-07-01,2008-07-01,4,"Electricity, gas, water and waste management",3295,2008,7,3273.434078839869,3122.208333333333,123.00993792185545
7,2008-08-01,2008-08-01,4,"Electricity, gas, water and waste management",3142,2008,8,3138.240451388889,3178.5416666666665,-52.66919873715551
8,2008-09-01,2008-09-01,4,"Electricity, gas, water and waste management",3193,2008,9,3225.6620200163397,3223.2500000000005,-5.706148996814591
9,2008-10-01,2008-10-01,4,"Electricity, gas, water and waste management",3390,2008,10,3374.348600898693,3263.666666666667,102.55304767880762
10,2008-11-01,2008-11-01,4,"Electricity, gas, water and waste management",3304,2008,11,3303.6558925653594,3302.25,-8.531721792493045
11,2008-12-01,2008-12-01,4,"Electricity, gas, water and waste management",3309,2008,12,3326.7444342320264,3341.4999999999995,-25.79652111102405
12,2009-01-01,2009-01-01,4,"Electricity, gas, water and waste management",3328,2009,1,3335.770475898693,3375.249999999999,-57.08163736159395
13,2009-02-01,2009-02-01,4,"Electricity, gas, water and waste management",3454,2009,2,3444.3121425653594,3410.1666666666665,11.194716418218377
14,2009-03-01,2009-03-01,4,"Electricity, gas, water and waste management",3404,2009,3,3400.895475898693,3453.5833333333326,-72.43731569776492
15,2009-04-01,2009-04-01,4,"Electricity, gas, water and waste management",3476,2009,4,3455.939746732026,3489.1249999999995,-57.55444684804252
16,2009-05-01,2009-05-01,4,"Electricity, gas, water and waste management",3473,2009,5,3471.098600898693,3524.2916666666665,-82.49845624120462
