Wage_Date;State_From;From_Label;To_Not_Present;To_Agriculture, forestry and fishing;To_Mining;To_Manufacturing;To_Electricity, gas, water and waste management;To_Construction;To_Wholesale and retail trade;;;;;;
01-03-16;4;Electricity, gas, water and waste management;0.0328;0.0011;0.0001;0.0024;0.9525;0.0033;0.0011;0.002;0.0;0.0;0.003;0.0014;0.0003
01-03-16;5;Construction;0.0832;0.0024;0.0004;0.004;0.0004;0.896;0.0027;0.0018;0.0002;0.0004;0.0066;0.0019;0.0001
01-03-16;6;Wholesale and retail trade;;;;;;;;;;;;;
01-03-16;7;Transport, communications and information services;0.0424;0.0013;0.0001;0.0015;0.0002;0.0025;0.003;0.9431;0.0005;0.0001;0.0035;0.0018;0.0001
01-03-16;8;Financial intermediation;0.0254;0.0006;0.0;0.0005;0.0001;0.0007;0.002;0.001;0.9644;0.0003;0.0028;0.0022;0.0001
01-03-16;9;Real estate and housing services;0.047;0.0019;0.0001;0.0013;0.0;0.0048;0.0057;0.001;0.0013;0.9271;0.0034;0.0061;0.0
01-03-16;10;Business services;0.0678;0.0021;0.0003;0.0035;0.0003;0.0059;0.0071;0.0031;0.0009;0.0002;0.9036;0.005;0.0003
01-03-16;11;Personal services;0.0521;0.0009;0.0001;0.0009;0.0002;0.002;0.0029;0.0009;0.0003;0.0003;0.0048;0.9336;0.001
01-03-16;12;Public administration;0.0677;0.0009;0.0001;0.0003;0.0001;0.0016;0.0016;0.0004;0.0001;0.0001;0.002;0.0075;0.9175
01-04-16;0;Not_Present;0.0;0.0985;0.0066;0.085;0.005;0.1849;0.2122;0.0653;0.0138;0.006;0.1807;0.1293;0.0128
01-04-16;1;Agriculture, forestry and fishing;0.134;0.8408;0.0001;0.0044;0.0;0.0056;0.0062;0.0016;0.0002;0.0002;0.0048;0.0016;0.0003
01-04-16;2;Mining;0.0227;0.0007;0.971;0.0007;0.0001;0.0018;0.0007;0.0007;0.0;0.0001;0.0012;0.0003;0.0
01-04-16;3;Manufacturing;0.0469;0.0022;0.0001;0.934;0.0002;0.0052;0.0046;0.0012;0.0002;0.0001;0.0041;0.0012;0.0001
01-04-16;4;Electricity, gas, water and waste management;0.0316;0.001;0.0001;0.001;0.9522;0.0038;0.0019;0.0018;0.0006;0.0005;0.0036;0.0018;0.0001
01-04-16;5;Construction;0.0826;0.0018;0.0004;0.0037;0.0003;0.8977;0.0026;0.0015;0.0002;0.0003;0.0069;0.0019;0.0001
01-04-16;6;Wholesale and retail trade;;;;;;;;;;;;;
01-04-16;7;Transport, communications and information services;0.0444;0.001;0.0001;0.0015;0.0002;0.0024;0.0033;0.9406;0.0006;0.0001;0.0041;0.0015;0.0001
01-04-16;8;Financial intermediation;0.0273;0.0007;0.0;0.0003;0.0001;0.0007;0.0019;0.0006;0.964;0.0002;0.0029;0.0013;0.0001
01-04-16;9;Real estate and housing services;0.0456;0.0024;0.0;0.0024;0.0001;0.0051;0.0051;0.0003;0.0021;0.9285;0.0043;0.004;0.0
01-04-16;10;Business services;0.0673;0.0015;0.0003;0.0033;0.0003;0.0056;0.0075;0.0031;0.001;0.0002;0.9052;0.0045;0.0003
01-04-16;11;Personal services;0.0365;0.0005;0.0001;0.0011;0.0001;0.0018;0.0025;0.0009;0.0004;0.0003;0.0039;0.9516;0.0004
01-04-16;12;Public administration;0.0441;0.0003;0.0;0.0004;0.0001;0.0023;0.0015;0.0004;0.0001;0.0001;0.0019;0.0027;0.9461
01-05-16;0;Not_Present;0.0;0.0954;0.0062;0.0757;0.0055;0.2108;0.2087;0.0681;0.0152;0.0063;0.1837;0.1108;0.0136
01-05-16;1;Agriculture, forestry and fishing;0.1585;0.8164;0.0002;0.0039;0.0002;0.006;0.0056;0.002;0.0001;0.0004;0.0048;0.0017;0.0003
01-05-16;2;Mining;0.0262;0.0004;0.9673;0.0009;0.0001;0.0023;0.0005;0.0002;0.0001;0.0001;0.0015;0.0005;0.0
01-05-16;3;Manufacturing;0.0489;0.002;0.0002;0.933;0.0002;0.0045;0.0042;0.001;0.0002;0.0002;0.0043;0.0013;0.0001
01-05-16;4;Electricity, gas, water and waste management;0.027;0.0015;0.0;0.0009;0.9579;0.0035;0.0015;0.0016;0.0011;0.0001;0.0035;0.0011;0.0001
01-05-16;5;Construction;0.0816;0.0018;0.0004;0.0028;0.0004;0.9002;0.0024;0.0016;0.0002;0.0002;0.0065;0.0018;0.0002
01-05-16;6;Wholesale and retail trade;;;;;;;;;;;;;
01-05-16;7;Transport, communications and information services;0.0412;0.0008;0.0001;0.0012;0.0001;0.0027;0.0026;0.9457;0.0007;0.0001;0.0034;0.0013;0.0
01-05-16;8;Financial intermediation;0.0231;0.0002;0.0;0.0002;0.0002;0.0007;0.0019;0.0005;0.9692;0.0004;0.0025;0.001;0.0001
01-05-16;9;Real estate and housing services;0.0396;0.0018;0.0;0.0023;0.0002;0.0053;0.0029;0.0017;0.0009;0.939;0.0044;0.0021;0.0
01-05-16;10;Business services;0.0671;0.0016;0.0004;0.003;0.0003;0.0055;0.0063;0.0026;0.0015;0.0003;0.9074;0.0041;0.0001
01-05-16;11;Personal services;0.0356;0.0005;0.0;0.0009;0.0001;0.0014;0.0022;0.0007;0.0003;0.0002;0.0034;0.9542;0.0003
01-05-16;12;Public administration;0.0192;0.0005;0.0;0.0003;0.0001;0.0003;0.0005;0.0001;0.0;0.0;0.0013;0.0022;0.9755
01-06-16;0;Not_Present;0.0;0.1342;0.0059;0.0794;0.0047;0.1978;0.2067;0.0705;0.0154;0.006;0.1646;0.1007;0.014
01-06-16;1;Agriculture, forestry and fishing;0.1048;0.873;0.0002;0.0052;0.0002;0.005;0.0035;0.0018;0.0002;0.0003;0.0043;0.0014;0.0002
01-06-16;2;Mining;0.0192;0.0004;0.9749;0.0005;0.0001;0.0026;0.0003;0.0006;0.0001;0.0;0.0013;0.0001;0.0
01-06-16;3;Manufacturing;0.0443;0.002;0.0002;0.9394;0.0001;0.0045;0.0035;0.0012;0.0001;0.0001;0.0036;0.0009;0.0001
01-06-16;4;Electricity, gas, water and waste management;0.0288;0.0009;0.0001;0.0012;0.9596;0.0031;0.0011;0.0007;0.0002;0.0;0.0035;0.0005;0.0001
01-06-16;5;Construction;0.0857;0.0021;0.0004;0.0029;0.0005;0.8962;0.0028;0.0015;0.0002;0.0003;0.0061;0.0013;0.0001
01-06-16;6;Wholesale and retail trade;;;;;;;;;;;;;
01-06-16;7;Transport, communications and information services;0.0382;0.0011;0.0;0.0011;0.0001;0.0019;0.0028;0.9497;0.0004;0.0001;0.0032;0.0012;0.0
01-06-16;8;Financial intermediation;0.0211;0.0003;0.0;0.0004;0.0002;0.0006;0.0016;0.0005;0.9702;0.0002;0.0039;0.001;0.0
01-06-16;9;Real estate and housing services;0.0326;0.0014;0.0002;0.0008;0.0002;0.0036;0.0038;0.0008;0.0006;0.9506;0.0041;0.0015;0.0002
01-06-16;10;Business services;0.0604;0.0015;0.0004;0.0024;0.0003;0.0052;0.0057;0.002;0.001;0.0002;0.9159;0.0049;0.0001
01-06-16;11;Personal services;0.0299;0.0004;0.0;0.0007;0.0002;0.0014;0.0017;0.0007;0.0003;0.0002;0.004;0.9601;0.0004
01-06-16;12;Public administration;0.0174;0.0004;0.0;0.0001;0.0;0.0006;0.0004;0.0001;0.0001;0.0;0.0006;0.0013;0.979
01-07-16;0;Not_Present;0.0;0.1091;0.0073;0.0747;0.0053;0.2098;0.2107;0.0704;0.0164;0.0053;0.1812;0.0983;0.0114
01-07-16;1;Agriculture, forestry and fishing;0.0712;0.9139;0.0003;0.0023;0.0002;0.004;0.0028;0.0013;0.0001;0.0001;0.003;0.0007;0.0
01-07-16;2;Mining;0.0221;0.0003;0.9722;0.0003;0.0001;0.0025;0.0001;0.0004;0.0001;0.0;0.0015;0.0004;0.0
01-07-16;3;Manufacturing;0.0405;0.0014;0.0003;0.9461;0.0001;0.0037;0.003;0.0008;0.0001;0.0001;0.0031;0.0007;0.0001
01-07-16;4;Electricity, gas, water and waste management;0.0276;0.0012;0.0001;0.0011;0.9559;0.0047;0.0017;0.0015;0.0004;0.0;0.0046;0.0011;0.0
01-07-16;5;Construction;0.0842;0.0016;0.0004;0.0027;0.0003;0.8995;0.0021;0.0013;0.0001;0.0003;0.006;0.0014;0.0001
01-07-16;6;Wholesale and retail trade;;;;;;;;;;;;;
01-07-16;7;Transport, communications and information services;0.0368;0.0011;0.0002;0.0012;0.0002;0.002;0.0028;0.9508;0.0004;0.0001;0.003;0.0013;0.0
01-07-16;8;Financial intermediation;0.0192;0.0003;0.0001;0.0004;0.0001;0.0006;0.0013;0.0008;0.9736;0.0003;0.002;0.0012;0.0
01-07-16;9;Real estate and housing services;0.0356;0.0004;0.0001;0.0015;0.0003;0.0034;0.0037;0.0019;0.0007;0.9451;0.0037;0.0034;0.0
01-07-16;10;Business services;0.0546;0.0014;0.0005;0.0022;0.0003;0.0047;0.0053;0.0024;0.0009;0.0002;0.9235;0.0039;0.0001
01-07-16;11;Personal services;0.0296;0.0004;0.0001;0.0006;0.0;0.0014;0.0016;0.0007;0.0003;0.0002;0.0043;0.9605;0.0002
01-07-16;12;Public administration;0.0196;0.0003;0.0;0.0001;0.0;0.0005;0.0009;0.0001;0.0;0.0;0.0005;0.0013;0.9765
01-08-16;0;Not_Present;0.0;0.1056;0.0058;0.0755;0.0053;0.2162;0.2057;0.0685;0.0152;0.0052;0.1732;0.1134;0.0103
01-08-16;1;Agriculture, forestry and fishing;0.0735;0.9119;0.0002;0.0023;0.0002;0.0041;0.0026;0.0017;0.0002;0.0002;0.0023;0.0009;0.0001
01-08-16;2;Mining;0.0219;0.0007;0.9716;0.0005;0.0;0.0017;0.0007;0.0009;0.0;0.0001;0.0016;0.0002;0.0
01-08-16;3;Manufacturing;0.0393;0.0018;0.0001;0.9444;0.0001;0.0041;0.0048;0.0011;0.0002;0.0001;0.0032;0.0008;0.0001
01-08-16;4;Electricity, gas, water and waste management;0.0232;0.0004;0.0002;0.0006;0.9676;0.0029;0.0012;0.0007;0.0002;0.0;0.0017;0.001;0.0001
01-08-16;5;Construction;0.0842;0.0019;0.0004;0.0029;0.0003;0.898;0.0024;0.0017;0.0003;0.0003;0.0063;0.0013;0.0001
01-08-16;6;Wholesale and retail trade;;;;;;;;;;;;;
01-08-16;7;Transport, communications and information services;0.036;0.0018;0.0001;0.0008;0.0001;0.0019;0.0025;0.952;0.0005;0.0001;0.0032;0.0011;0.0001
01-08-16;8;Financial intermediation;0.0182;0.0003;0.0;0.0004;0.0001;0.0007;0.0018;0.0011;0.9732;0.0006;0.0025;0.0011;0.0
01-08-16;9;Real estate and housing services;0.0411;0.0012;0.0003;0.0012;0.0;0.0036;0.0028;0.001;0.0003;0.9411;0.0043;0.003;0.0001
01-08-16;10;Business services;0.0544;0.0013;0.0003;0.0027;0.0003;0.0054;0.0053;0.0033;0.001;0.0003;0.9221;0.0035;0.0001
01-08-16;11;Personal services;0.0321;0.0003;0.0;0.0008;0.0001;0.0014;0.002;0.0008;0.0003;0.0002;0.0037;0.958;0.0003
01-08-16;12;Public administration;0.0201;0.0005;0.0;0.0001;0.0;0.0008;0.0003;0.0001;0.0001;0.0001;0.0005;0.0027;0.9746
01-09-16;0;Not_Present;0.0;0.1018;0.0065;0.0842;0.005;0.1961;0.2135;0.0717;0.0148;0.0063;0.1854;0.1021;0.0127
01-09-16;1;Agriculture, forestry and fishing;0.1028;0.883;0.0003;0.0021;0.0001;0.0035;0.0025;0.0013;0.0002;0.0001;0.0031;0.0008;0.0001
01-09-16;2;Mining;0.0274;0.0008;0.9657;0.0006;0.0001;0.0024;0.0007;0.0008;0.0001;0.0;0.0012;0.0001;0.0
01-09-16;3;Manufacturing;0.0415;0.0015;0.0002;0.9456;0.0001;0.0036;0.0026;0.0009;0.0001;0.0;0.0028;0.0008;0.0001
01-09-16;4;Electricity, gas, water and waste management;0.0267;0.0009;0.0;0.0012;0.9601;0.0047;0.0016;0.0014;0.0;0.0002;0.0025;0.0007;0.0
01-09-16;5;Construction;0.0894;0.0019;0.0004;0.0026;0.0003;0.8942;0.002;0.0012;0.0001;0.0002;0.0061;0.0014;0.0001
01-09-16;6;Wholesale and retail trade;;;;;;;;;;;;;
01-09-16;7;Transport, communications and information services;0.0399;0.0009;0.0001;0.0009;0.0001;0.002;0.0022;0.949;0.0004;0.0001;0.0031;0.001;0.0001
01-09-16;8;Financial intermediation;0.0214;0.0001;0.0;0.0003;0.0001;0.0005;0.0016;0.0005;0.9724;0.0001;0.002;0.0011;0.0
01-09-16;9;Real estate and housing services;0.0435;0.0004;0.0;0.0012;0.0;0.0054;0.0024;0.0009;0.0004;0.9389;0.0034;0.0031;0.0003
01-09-16;10;Business services;0.0552;0.0012;0.0005;0.0023;0.0003;0.0048;0.0053;0.0025;0.0008;0.0002;0.9238;0.0031;0.0002
01-09-16;11;Personal services;0.029;0.0005;0.0001;0.0007;0.0001;0.0013;0.0019;0.0006;0.0003;0.0002;0.0035;0.9617;0.0003
01-09-16;12;Public administration;0.0213;0.0003;0.0;0.0001;0.0002;0.0007;0.0004;0.0003;0.0002;0.0001;0.0005;0.002;0.9738
01-10-16;0;Not_Present;0.0;0.1723;0.0064;0.0828;0.0052;0.1977;0.1967;0.0606;0.0125;0.0066;0.1683;0.0834;0.0073
01-10-16;1;Agriculture, forestry and fishing;0.0717;0.9128;0.0001;0.0027;0.0001;0.0036;0.0029;0.0012;0.0002;0.0002;0.0034;0.0012;0.0
01-10-16;2;Mining;0.0186;0.0009;0.9739;0.0006;0.0001;0.0023;0.0005;0.0006;0.0001;0.0001;0.0023;0.0002;0.0
01-10-16;3;Manufacturing;0.0382;0.0027;0.0001;0.9448;0.0001;0.0043;0.0032;0.0008;0.0001;0.0001;0.0046;0.0009;0.0
01-10-16;4;Electricity, gas, water and waste management;0.0272;0.0014;0.0;0.0006;0.9631;0.0026;0.0012;0.0005;0.0;0.0;0.0024;0.0007;0.0002
01-10-16;5;Construction;0.0867;0.0026;0.0004;0.0034;0.0004;0.8932;0.0026;0.0017;0.0003;0.0003;0.007;0.0015;0.0001
01-10-16;6;Wholesale and retail trade;;;;;;;;;;;;;
01-10-16;7;Transport, communications and information services;0.036;0.0013;0.0001;0.0008;0.0001;0.0023;0.0026;0.9515;0.0004;0.0001;0.0038;0.001;0.0001
01-10-16;8;Financial intermediation;0.0214;0.0004;0.0;0.0005;0.0001;0.0006;0.002;0.0006;0.9707;0.0003;0.0021;0.0013;0.0001
01-10-16;9;Real estate and housing services;0.034;0.0015;0.0002;0.0009;0.0002;0.0047;0.003;0.0008;0.0035;0.9444;0.0044;0.0024;0.0002
01-10-16;10;Business services;0.0498;0.0016;0.0002;0.0029;0.0002;0.0057;0.0054;0.0025;0.0008;0.0003;0.9262;0.0043;0.0001
01-10-16;11;Personal services;0.028;0.0006;0.0;0.0008;0.0001;0.0011;0.0019;0.0008;0.0003;0.0002;0.0035;0.9624;0.0002
01-10-16;12;Public administration;0.0273;0.0008;0.0;0.0009;0.0001;0.0009;0.0003;0.0003;0.0001;0.0;0.0007;0.003;0.9656
01-11-16;0;Not_Present;0.0;0.2535;0.0049;0.0664;0.0039;0.1615;0.2032;0.0593;0.0131;0.0047;0.1575;0.0671;0.0048
01-11-16;1;Agriculture, forestry and fishing;0.0541;0.926;0.0002;0.0023;0.0002;0.004;0.0054;0.0019;0.0002;0.0001;0.0043;0.0012;0.0002
01-11-16;2;Mining;0.0185;0.001;0.9735;0.0006;0.0;0.0031;0.0007;0.0007;0.0;0.0;0.0018;0.0001;0.0
01-11-16;3;Manufacturing;0.0337;0.004;0.0001;0.9488;0.0002;0.0038;0.0037;0.001;0.0002;0.0001;0.0034;0.0009;0.0001
01-11-16;4;Electricity, gas, water and waste management;0.0243;0.0015;0.0006;0.0011;0.9612;0.0034;0.0018;0.0009;0.0006;0.0001;0.0034;0.001;0.0
01-11-16;5;Construction;0.0767;0.0047;0.0003;0.0038;0.0003;0.901;0.0031;0.0017;0.0002;0.0004;0.0062;0.0014;0.0002
01-11-16;6;Wholesale and retail trade;;;;;;;;;;;;;
01-11-16;7;Transport, communications and information services;0.032;0.0013;0.0001;0.0013;0.0001;0.0024;0.0025;0.9553;0.0005;0.0001;0.0035;0.0008;0.0
01-11-16;8;Financial intermediation;0.0175;0.0005;0.0;0.0004;0.0;0.0007;0.0028;0.0008;0.973;0.0003;0.0032;0.0009;0.0
01-11-16;9;Real estate and housing services;0.0274;0.0015;0.0;0.0022;0.0001;0.0027;0.0233;0.0013;0.0012;0.9343;0.0027;0.0031;0.0
01-11-16;10;Business services;0.0498;0.0025;0.0003;0.0032;0.0002;0.0052;0.006;0.0027;0.0007;0.0002;0.926;0.0032;0.0001
01-11-16;11;Personal services;0.0262;0.001;0.0;0.0008;0.0;0.0013;0.0022;0.0007;0.0003;0.0001;0.0035;0.9639;0.0001
01-11-16;12;Public administration;0.0257;0.0019;0.0;0.0005;0.0;0.0006;0.0008;0.0003;0.0001;0.0;0.0011;0.002;0.967
01-12-16;0;Not_Present;0.0;0.2088;0.0042;0.0679;0.0033;0.1272;0.2493;0.0604;0.0147;0.0056;0.1762;0.0716;0.0107
01-12-16;1;Agriculture, forestry and fishing;0.0847;0.895;0.0001;0.0028;0.0001;0.0041;0.005;0.0021;0.0002;0.0001;0.0047;0.001;0.0001
01-12-16;2;Mining;0.0168;0.0007;0.9763;0.0003;0.0;0.0023;0.0007;0.0006;0.0;0.0001;0.0021;0.0001;0.0
01-12-16;3;Manufacturing;0.0375;0.0036;0.0001;0.9453;0.0001;0.0036;0.0037;0.001;0.0002;0.0002;0.0037;0.001;0.0
01-12-16;4;Electricity, gas, water and waste management;0.0262;0.0013;0.0004;0.0005;0.9614;0.0031;0.0011;0.001;0.0012;0.0;0.0026;0.0011;0.0001
01-12-16;5;Construction;0.0914;0.0046;0.0005;0.0031;0.0003;0.8862;0.0028;0.0019;0.0003;0.0004;0.0071;0.0013;0.0001
01-12-16;6;Wholesale and retail trade;;;;;;;;;;;;;
01-12-16;7;Transport, communications and information services;0.0337;0.002;0.0002;0.0011;0.0001;0.0018;0.0027;0.9525;0.0009;0.0001;0.0036;0.0012;0.0
01-12-16;8;Financial intermediation;0.02;0.0006;0.0;0.0002;0.0001;0.0005;0.0018;0.0005;0.9735;0.0002;0.002;0.0007;0.0
01-12-16;9;Real estate and housing services;0.0307;0.0017;0.0;0.0017;0.0;0.0035;0.0035;0.0017;0.0011;0.9507;0.0038;0.0018;0.0
01-12-16;10;Business services;0.0516;0.0032;0.0003;0.0026;0.0003;0.0047;0.0064;0.0026;0.0015;0.0002;0.9232;0.0034;0.0001
01-12-16;11;Personal services;0.032;0.0009;0.0;0.0006;0.0001;0.0011;0.0023;0.0008;0.0003;0.0001;0.0038;0.9576;0.0003
01-12-16;12;Public administration;0.0242;0.0021;0.0;0.0003;0.0001;0.0009;0.001;0.0;0.0001;0.0;0.0005;0.002;0.9688
01-01-17;0;Not_Present;0.0;0.1835;0.005;0.0758;0.0053;0.1781;0.1998;0.0625;0.0138;0.0048;0.1734;0.0848;0.0131
01-01-17;1;Agriculture, forestry and fishing;0.1379;0.8339;0.0003;0.0049;0.0002;0.0062;0.0064;0.0021;0.0003;0.0001;0.0055;0.0017;0.0004
01-01-17;2;Mining;0.0195;0.0014;0.9627;0.0006;0.0001;0.0028;0.0006;0.0009;0.0001;0.0001;0.0111;0.0002;0.0
01-01-17;3;Manufacturing;0.0466;0.0027;0.0002;0.9357;0.0002;0.0038;0.0038;0.0013;0.0005;0.0001;0.0042;0.001;0.0
01-01-17;4;Electricity, gas, water and waste management;0.0268;0.0012;0.0002;0.0011;0.9587;0.0031;0.0021;0.0015;0.0005;0.0;0.0036;0.0012;0.0
01-01-17;5;Construction;0.1001;0.0037;0.0004;0.0035;0.0007;0.8761;0.003;0.0018;0.0003;0.0005;0.008;0.0018;0.0002
01-01-17;6;Wholesale and retail trade;;;;;;;;;;;;;
01-01-17;7;Transport, communications and information services;0.0434;0.0021;0.0002;0.0013;0.0001;0.0025;0.0029;0.9416;0.0004;0.0001;0.0042;0.001;0.0001
01-01-17;8;Financial intermediation;0.0268;0.0007;0.0001;0.0008;0.0001;0.0006;0.0029;0.0009;0.9614;0.0003;0.0039;0.0014;0.0
01-01-17;9;Real estate and housing services;0.0458;0.001;0.0;0.0015;0.0004;0.0076;0.0058;0.0006;0.0009;0.9265;0.004;0.0057;0.0
01-01-17;10;Business services;0.0748;0.0037;0.0004;0.0036;0.0004;0.0066;0.0067;0.003;0.0019;0.0002;0.8932;0.0054;0.0001
01-01-17;11;Personal services;0.0516;0.001;0.0;0.001;0.0001;0.0012;0.0023;0.0008;0.0004;0.0003;0.004;0.937;0.0002
01-01-17;12;Public administration;0.0762;0.002;0.0001;0.001;0.0001;0.0006;0.0013;0.0004;0.0001;0.0001;0.0011;0.0028;0.9141
01-02-17;0;Not_Present;0.0;0.1558;0.0056;0.0827;0.0053;0.1903;0.2138;0.0638;0.0113;0.0047;0.1814;0.0794;0.0059
01-02-17;1;Agriculture, forestry and fishing;0.1355;0.8385;0.0003;0.0052;0.0003;0.0053;0.0066;0.002;0.0002;0.0001;0.0047;0.0012;0.0002
01-02-17;2;Mining;0.0185;0.0009;0.9733;0.0007;0.0001;0.0031;0.0006;0.0005;0.0;0.0;0.0018;0.0003;0.0001
01-02-17;3;Manufacturing;0.0458;0.0025;0.0002;0.9373;0.0001;0.004;0.0037;0.0009;0.0001;0.0;0.0041;0.0011;0.0
01-02-17;4;Electricity, gas, water and waste management;0.0274;0.0014;0.0002;0.0011;0.9593;0.0034;0.0017;0.0008;0.0004;0.0;0.003;0.001;0.0002
01-02-17;5;Construction;0.0919;0.0027;0.0004;0.0032;0.0005;0.8883;0.0026;0.0019;0.0002;0.0003;0.0065;0.0014;0.0001
01-02-17;6;Wholesale and retail trade;;;;;;;;;;;;;
01-02-17;7;Transport, communications and information services;0.0401;0.0017;0.0001;0.0014;0.0002;0.0022;0.0024;0.947;0.0005;0.0001;0.0036;0.0009;0.0
01-02-17;8;Financial intermediation;0.027;0.0005;0.0001;0.0003;0.0;0.0008;0.0017;0.0006;0.9652;0.0;0.0026;0.0011;0.0
01-02-17;9;Real estate and housing services;0.0383;0.0006;0.0003;0.002;0.0;0.0041;0.0029;0.0009;0.0005;0.9439;0.0036;0.003;0.0
01-02-17;10;Business services;0.0651;0.0024;0.0003;0.003;0.0004;0.0055;0.006;0.0025;0.0007;0.0006;0.9096;0.0038;0.0001
01-02-17;11;Personal services;0.0394;0.0008;0.0;0.0007;0.0001;0.0014;0.0021;0.0008;0.0003;0.0001;0.0037;0.9503;0.0002
01-02-17;12;Public administration;0.0371;0.0014;0.0;0.0002;0.0;0.0005;0.0006;0.0003;0.0001;0.0;0.001;0.0014;0.9573
01-03-17;0;Not_Present;0.0;0.0981;0.0047;0.0769;0.0048;0.171;0.2033;0.0604;0.0136;0.0047;0.1547;0.1865;0.0212
01-03-17;1;Agriculture, forestry and fishing;0.1547;0.8171;0.0001;0.0057;0.0002;0.0053;0.007;0.0017;0.0001;0.0001;0.0051;0.0023;0.0006
01-03-17;2;Mining;0.0191;0.0006;0.9728;0.0002;0.0001;0.0029;0.0012;0.0008;0.0;0.0001;0.0022;0.0;0.0
01-03-17;3;Manufacturing;0.0442;0.0021;0.0001;0.9347;0.0002;0.0042;0.0077;0.001;0.0002;0.0001;0.0039;0.0015;0.0001
01-03-17;4;Electricity, gas, water and waste management;0.031;0.0008;0.0006;0.0014;0.9512;0.0038;0.0023;0.0016;0.0006;0.0001;0.0051;0.0013;0.0001
01-03-17;5;Construction;0.0844;0.0022;0.0004;0.0037;0.0003;0.8951;0.0031;0.0015;0.0003;0.0004;0.0072;0.0014;0.0001
01-03-17;6;Wholesale and retail trade;;;;;;;;;;;;;
01-03-17;7;Transport, communications and information services;0.0409;0.0014;0.0001;0.0013;0.0001;0.0025;0.0027;0.945;0.0006;0.0001;0.0039;0.0015;0.0001
01-03-17;8;Financial intermediation;0.0218;0.0006;0.0;0.0004;0.0;0.0007;0.002;0.0006;0.9693;0.0003;0.0022;0.0019;0.0002
01-03-17;9;Real estate and housing services;0.0442;0.0017;0.0;0.0009;0.0;0.0044;0.0035;0.0014;0.0014;0.9314;0.0041;0.0068;0.0005
01-03-17;10;Business services;0.0663;0.0018;0.0004;0.003;0.0003;0.0055;0.0072;0.0027;0.0012;0.0002;0.9061;0.0052;0.0002
01-03-17;11;Personal services;0.0502;0.0006;0.0;0.0012;0.0;0.0019;0.0028;0.0008;0.0004;0.0002;0.0051;0.9357;0.0009
01-03-17;12;Public administration;0.0687;0.0006;0.0001;0.0005;0.0001;0.0006;0.0013;0.0006;0.0002;0.0;0.0014;0.0084;0.9175
01-04-17;0;Not_Present;0.0;0.0947;0.0056;0.0795;0.0055;0.1821;0.2157;0.0676;0.0147;0.0061;0.1877;0.1272;0.0137
01-04-17;1;Agriculture, forestry and fishing;0.1557;0.8212;0.0001;0.0032;0.0001;0.0052;0.0065;0.0014;0.0003;0.0002;0.0045;0.0014;0.0003
01-04-17;2;Mining;0.0245;0.0007;0.9679;0.0009;0.0001;0.0022;0.0008;0.0008;0.0;0.0;0.0018;0.0004;0.0
01-04-17;3;Manufacturing;0.0506;0.0028;0.0002;0.9297;0.0001;0.0046;0.0048;0.0014;0.0003;0.0;0.0041;0.0014;0.0001
01-04-17;4;Electricity, gas, water and waste management;0.0333;0.0008;0.0004;0.0008;0.9502;0.0054;0.0019;0.0014;0.0008;0.0001;0.0032;0.0012;0.0004
01-04-17;5;Construction;0.0922;0.0014;0.0005;0.0032;0.0003;0.8893;0.0026;0.0014;0.0002;0.0003;0.0066;0.0019;0.0001
01-04-17;6;Wholesale and retail trade;;;;;;;;;;;;;
01-04-17;7;Transport, communications and information services;0.0457;0.0011;0.0001;0.0014;0.0001;0.002;0.0027;0.9413;0.0006;0.0;0.0039;0.0011;0.0001
01-04-17;8;Financial intermediation;0.0234;0.0002;0.0;0.0005;0.0001;0.0009;0.0021;0.001;0.9676;0.0002;0.0025;0.0013;0.0001
01-04-17;9;Real estate and housing services;0.0401;0.0011;0.0002;0.0012;0.0;0.0039;0.0036;0.0006;0.0035;0.9377;0.0043;0.0038;0.0
01-04-17;10;Business services;0.0695;0.0013;0.0004;0.0032;0.0003;0.0053;0.0063;0.0029;0.0009;0.0002;0.899;0.0106;0.0002
01-04-17;11;Personal services;0.039;0.0004;0.0;0.0008;0.0001;0.0012;0.0023;0.0007;0.0003;0.0002;0.0035;0.9512;0.0004
01-04-17;12;Public administration;0.0423;0.0003;0.0;0.0001;0.0003;0.0028;0.0013;0.001;0.0001;0.0001;0.0028;0.0028;0.946
01-05-17;0;Not_Present;0.0;0.1058;0.006;0.0781;0.0051;0.1993;0.2142;0.0677;0.0148;0.0049;0.1829;0.1097;0.0115
01-05-17;1;Agriculture, forestry and fishing;0.146;0.8324;0.0002;0.0032;0.0001;0.0049;0.0051;0.0019;0.0001;0.0002;0.0045;0.0012;0.0002
01-05-17;2;Mining;0.0236;0.0004;0.97;0.0004;0.0003;0.0023;0.0004;0.0004;0.0;0.0;0.0018;0.0002;0.0001
01-05-17;3;Manufacturing;0.0486;0.0017;0.0002;0.9346;0.0001;0.0037;0.0053;0.0009;0.0002;0.0001;0.0037;0.0009;0.0
01-05-17;4;Electricity, gas, water and waste management;0.0259;0.0004;0.0004;0.0006;0.9608;0.0039;0.0025;0.0007;0.0004;0.0;0.0034;0.0011;0.0
01-05-17;5;Construction;0.0794;0.0014;0.0004;0.0029;0.0003;0.9037;0.0023;0.0013;0.0003;0.0003;0.006;0.0014;0.0003
01-05-17;6;Wholesale and retail trade;;;;;;;;;;;;;
