index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Real_Avg_Wage,year,month,Real_Avg_Wage_sa,Real_Avg_Wage_trend,Real_Wage_Growth_SA,Real_Wage_Growth_SA_Annual
65,2013-06-01,2013-06-01,7,"Transport, communications and information services",1140202.83,2013,6,1170377.301284084,1136314.1008333333,0.5640432820300134,20.35464625440411
66,2013-07-01,2013-07-01,7,"Transport, communications and information services",1162003.09,2013,7,1156031.6475157016,1135541.0379166666,-1.225728980957086,4.2656432317293325
67,2013-08-01,2013-08-01,7,"Transport, communications and information services",1179122.31,2013,8,1180316.6191333486,1131499.63375,2.100718580657812,5.8082601005204015
68,2013-09-01,2013-09-01,7,"Transport, communications and information services",1125375.48,2013,9,1092463.2965598193,1127202.32875,-7.443199659260569,-2.7360195197359105
69,2013-10-01,2013-10-01,7,"Transport, communications and information services",1079912.41,2013,10,1093731.8905028338,1121772.5833333333,0.11612233994582333,-2.721586017796418
70,2013-11-01,2013-11-01,7,"Transport, communications and information services",1080896.84,2013,11,1100518.006830959,1116150.0816666665,0.6204551944631875,4.951549288576684
71,2013-12-01,2013-12-01,7,"Transport, communications and information services",1137350.33,2013,12,1077716.4196955424,1110476.8412499998,-2.071895870298013,3.709219139629538
72,2014-01-01,2014-01-01,7,"Transport, communications and information services",1101235.46,2014,1,1091525.2355288756,1102636.5320833332,1.2813032798771218,-4.971048462370209
73,2014-02-01,2014-02-01,7,"Transport, communications and information services",1099488.0,2014,2,1101832.9278205424,1091961.9745833334,0.9443384317791237,-3.4942692808628717
74,2014-03-01,2014-03-01,7,"Transport, communications and information services",1093014.43,2014,3,1098819.1418049172,1084225.1275,-0.2735247730875523,-5.442085779570849
75,2014-04-01,2014-04-01,7,"Transport, communications and information services",1084132.63,2014,4,1100588.8104767923,1080162.51625,0.16105186054260479,-5.744264630712825
76,2014-05-01,2014-05-01,7,"Transport, communications and information services",1077133.96,2014,5,1095946.472846584,1076387.4708333332,-0.42180490897387735,-5.831385819588631
77,2014-06-01,2014-06-01,7,"Transport, communications and information services",1071911.48,2014,6,1102085.951284084,1073217.6524999999,0.5601987496299365,-5.834985856703989
78,2014-07-01,2014-07-01,7,"Transport, communications and information services",1042127.02,2014,7,1036155.5775157015,1070265.6858333333,-5.9823259421431185,-10.36961836275091
79,2014-08-01,2014-08-01,7,"Transport, communications and information services",1042809.0,2014,8,1044003.3091333486,1066982.3824999998,0.7573893137228449,-11.54887661414854
80,2014-09-01,2014-09-01,7,"Transport, communications and information services",1076004.46,2014,9,1043092.2765598192,1063656.1783333332,-0.08726337987239319,-4.519238326401442
81,2014-10-01,2014-10-01,7,"Transport, communications and information services",1031780.76,2014,10,1045600.240502834,1060549.6104166666,0.24043548201566622,-4.400680863193229
82,2014-11-01,2014-11-01,7,"Transport, communications and information services",1038427.4,2014,11,1058048.566830959,1057484.0075,1.1905435601409664,-3.8590409004115034
83,2014-12-01,2014-12-01,7,"Transport, communications and information services",1103744.13,2014,12,1044110.2196955421,1054486.835,-1.3173636421213275,-3.1182785550854075
84,2015-01-01,2015-01-01,7,"Transport, communications and information services",1063994.46,2015,1,1054284.2355288756,1056048.5079166668,0.9744197156024592,-3.4118313336068407
85,2015-02-01,2015-02-01,7,"Transport, communications and information services",1057929.72,2015,2,1060274.6478205423,1061700.1920833334,0.5681970847891682,-3.771740610638996
86,2015-03-01,2015-03-01,7,"Transport, communications and information services",1054743.81,2015,3,1060548.5218049174,1067290.9924999997,0.02583047561666163,-3.482886176986022
87,2015-04-01,2015-04-01,7,"Transport, communications and information services",1047845.62,2015,4,1064301.8004767923,1073231.7679166666,0.35389975986079847,-3.2970542362937394
88,2015-05-01,2015-05-01,7,"Transport, communications and information services",1039846.5,2015,5,1058659.012846584,1079095.81375,-0.5301867973614649,-3.402306674992117
89,2015-06-01,2015-06-01,7,"Transport, communications and information services",1037266.8,2015,6,1067441.271284084,1085398.0233333332,0.829564414124806,-3.1435551791250127
90,2015-07-01,2015-07-01,7,"Transport, communications and information services",1114251.85,2015,7,1108280.4075157016,1089835.4895833333,3.825890691156242,6.960810863261235
91,2015-08-01,2015-08-01,7,"Transport, communications and information services",1106324.59,2015,8,1107518.8991333486,1091959.1170833332,-0.06871080434056598,6.083849490163562
92,2015-09-01,2015-09-01,7,"Transport, communications and information services",1146668.08,2015,9,1113755.8965598193,1094248.7608333332,0.5631504285255273,6.774436124966132
93,2015-10-01,2015-10-01,7,"Transport, communications and information services",1103695.75,2015,10,1117515.2305028338,1096588.4983333333,0.33753661413837843,6.877866627633478
94,2015-11-01,2015-11-01,7,"Transport, communications and information services",1107249.51,2015,11,1126870.676830959,1098744.3608333333,0.8371649954082239,6.504626739974184
95,2015-12-01,2015-12-01,7,"Transport, communications and information services",1186175.05,2015,12,1126541.1396955424,1100682.7708333333,-0.02924356292093311,7.894848498277973
96,2016-01-01,2016-01-01,7,"Transport, communications and information services",1088062.73,2016,1,1078352.5055288756,1102501.735,-4.277574290779129,2.282901440513929
97,2016-02-01,2016-02-01,7,"Transport, communications and information services",1084828.51,2016,2,1087173.4378205424,1104447.2058333333,0.8180008157296026,2.5369643662886965
98,2016-03-01,2016-03-01,7,"Transport, communications and information services",1082796.47,2016,3,1088601.1818049173,1107026.0695833333,0.13132623873124416,2.6451085851553424
99,2016-04-01,2016-04-01,7,"Transport, communications and information services",1075946.66,2016,4,1092402.8404767923,1109940.9366666668,0.3492241911378313,2.64032626717452
100,2016-05-01,2016-05-01,7,"Transport, communications and information services",1063486.16,2016,5,1082298.6728465839,1113021.0362500001,-0.9249488609713197,2.2329815089786376
101,2016-06-01,2016-06-01,7,"Transport, communications and information services",1060148.98,2016,6,1090323.451284084,1116370.7154166666,0.7414569230131285,2.143647675574112
102,2016-07-01,2016-07-01,7,"Transport, communications and information services",1135024.81,2016,7,1129053.3675157016,1119658.9783333333,3.5521492439702262,1.8743415347894032
103,2016-08-01,2016-08-01,7,"Transport, communications and information services",1132242.93,2016,8,1133437.2391333485,1122319.6641666666,0.38827851222771326,2.3402164983623575
104,2016-09-01,2016-09-01,7,"Transport, communications and information services",1182642.47,2016,9,1149730.2865598192,1124306.8712499999,1.4374900403774316,3.23000669276976
105,2016-10-01,2016-10-01,7,"Transport, communications and information services",1137678.17,2016,10,1151497.6505028338,1126334.5,0.1537198735803269,3.0408909939159567
106,2016-11-01,2016-11-01,7,"Transport, communications and information services",1147189.48,2016,11,1166810.646830959,1128824.66,1.329833050153284,3.5443259658083592
107,2016-12-01,2016-12-01,7,"Transport, communications and information services",1226627.38,2016,12,1166993.4696955422,1131711.1045833332,0.01566859756376715,3.590843563061741
108,2017-01-01,2017-01-01,7,"Transport, communications and information services",1126528.71,2017,1,1116818.4855288756,1132349.03625,-4.299508563638909,3.56710628507646
109,2017-02-01,2017-02-01,7,"Transport, communications and information services",1110218.99,2017,2,1112563.9178205424,1130572.34375,-0.38095426996075377,2.3354580894562993
110,2017-03-01,2017-03-01,7,"Transport, communications and information services",1105098.96,2017,3,1110903.6718049173,1128630.54375,-0.14922702318779235,2.0487291739865743
111,2017-04-01,2017-04-01,7,"Transport, communications and information services",1102307.26,2017,4,1118763.4404767924,1126635.9320833331,0.7075112695509533,2.4130841685192417
112,2017-05-01,2017-05-01,7,"Transport, communications and information services",1096889.4,2017,5,1115701.9128465839,1124495.2629166662,-0.27365281340474557,3.086323658897716
113,2017-06-01,2017-06-01,7,"Transport, communications and information services",1096020.41,2017,6,1126194.881284084,1121761.9204166664,0.9404813522931432,3.2899805977532504
114,2017-07-01,2017-07-01,7,"Transport, communications and information services",1114463.74,2017,7,1108492.2975157015,1121245.0433333332,-1.5718934673364937,-1.821089294055367
115,2017-08-01,2017-08-01,7,"Transport, communications and information services",1110163.38,2017,8,1111357.6891333484,1123774.7775,0.25849449960713144,-1.9480169909436351
116,2017-09-01,2017-09-01,7,"Transport, communications and information services",1158118.82,2017,9,1125206.6365598193,1126535.0462500001,1.2461287272210742,-2.1329915621670414
117,2017-10-01,2017-10-01,7,"Transport, communications and information services",1114331.14,2017,10,1128150.6205028337,1129092.2512499997,0.26163940447554435,-2.02753605183692
118,2017-11-01,2017-11-01,7,"Transport, communications and information services",1119160.45,2017,11,1138781.616830959,1131243.7841666667,0.9423383841589139,-2.4021918274508836
119,2017-12-01,2017-12-01,7,"Transport, communications and information services",1189056.19,2017,12,1129422.2796955423,1132918.0366666666,-0.8218728680800202,-3.219485881939166
120,2018-01-01,2018-01-01,7,"Transport, communications and information services",1151694.85,2018,1,1141984.6255288757,1134219.2037499999,1.1122806818296471,2.2533778161885065
121,2018-02-01,2018-02-01,7,"Transport, communications and information services",1145766.47,2018,2,1148111.3978205423,1137704.4020833333,0.5365021695304506,3.1950955293998495
122,2018-03-01,2018-03-01,7,"Transport, communications and information services",1135797.93,2018,3,1141602.6418049172,1143771.0454166667,-0.5669097988209693,2.7634232183356255
123,2018-04-01,2018-04-01,7,"Transport, communications and information services",1132981.21,2018,4,1149437.3904767924,1150038.375,0.686293845596575,2.7417726473907056
124,2018-05-01,2018-05-01,7,"Transport, communications and information services",1117852.24,2018,5,1136664.752846584,1156613.0025,-1.1112077731271874,1.8788925391833189
125,2018-06-01,2018-06-01,7,"Transport, communications and information services",1115239.63,2018,6,1145414.101284084,1168157.8583333334,0.7697386952123519,1.7065625425402686
126,2018-07-01,2018-07-01,7,"Transport, communications and information services",1126472.53,2018,7,1120501.0875157015,1183848.3220833333,-2.1750224430145626,1.0833444695027339
127,2018-08-01,2018-08-01,7,"Transport, communications and information services",1181799.35,2018,8,1182993.6591333486,1198726.4183333332,5.57719865816475,6.445806845126789
128,2018-09-01,2018-09-01,7,"Transport, communications and information services",1232082.29,2018,9,1199170.1065598193,1212259.4320833334,1.3674162411251967,6.5733232987439605
129,2018-10-01,2018-10-01,7,"Transport, communications and information services",1190783.58,2018,10,1204603.060502834,1224040.46875,0.4530594878320304,6.77679368433306
130,2018-11-01,2018-11-01,7,"Transport, communications and information services",1200499.07,2018,11,1220120.236830959,1235313.7925,1.2881568075751026,7.142600371996877
131,2018-12-01,2018-12-01,7,"Transport, communications and information services",1384794.11,2018,12,1325160.1996955425,1242532.6833333333,8.608984565111854,17.330800314366492
132,2019-01-01,2019-01-01,7,"Transport, communications and information services",1332528.06,2019,1,1322817.8355288757,1250680.9062500002,-0.17676082991361364,15.834995144199304
133,2019-02-01,2019-02-01,7,"Transport, communications and information services",1322007.57,2019,2,1324352.4978205424,1260555.0141666664,0.11601463560952929,15.350522635221475
134,2019-03-01,2019-03-01,7,"Transport, communications and information services",1284349.16,2019,3,1290153.8718049172,1267638.4058333333,-2.58229029445749,13.012516313481438
135,2019-04-01,2019-04-01,7,"Transport, communications and information services",1267174.86,2019,4,1283631.0404767925,1274434.8079166666,-0.5055855329100689,11.674724618479292
136,2019-05-01,2019-05-01,7,"Transport, communications and information services",1254218.36,2019,5,1273030.872846584,1280008.5483333333,-0.8257955203600509,11.997039554406363
137,2019-06-01,2019-06-01,7,"Transport, communications and information services",1152126.89,2019,6,1182301.361284084,1281358.9054166668,-7.127047230176187,3.220430057447965
138,2019-07-01,2019-07-01,7,"Transport, communications and information services",1285142.62,2019,7,1279171.1775157016,1281250.1470833335,8.193326964151382,14.160636858621235
139,2019-08-01,2019-08-01,7,"Transport, communications and information services",1260107.85,2019,8,1261302.1591333486,1283122.6116666668,-1.396921592390532,6.619519842343724
140,2019-09-01,2019-09-01,7,"Transport, communications and information services",1323775.19,2019,9,1290863.0065598192,1286941.6379166665,2.3436769066329077,7.646363055450789
141,2019-10-01,2019-10-01,7,"Transport, communications and information services",1262204.33,2019,10,1276023.810502834,1293139.7437500001,-1.1495562256859548,5.928986264586356
142,2019-11-01,2019-11-01,7,"Transport, communications and information services",1262848.09,2019,11,1282469.256830959,1299502.7566666664,0.5051195969129507,5.110071787837911
143,2019-12-01,2019-12-01,7,"Transport, communications and information services",1354853.66,2019,12,1295219.7496955423,1310295.7204166667,0.994214309362107,-2.2593834320468575
144,2020-01-01,2020-01-01,7,"Transport, communications and information services",1359858.31,2020,1,1350148.0855288757,1320010.41125,4.24085070091349,2.0660630107903755
145,2020-02-01,2020-02-01,7,"Transport, communications and information services",1339616.47,2020,2,1341961.3978205423,1325546.3229166667,-0.6063547988609308,1.3296233464261675
146,2020-03-01,2020-03-01,7,"Transport, communications and information services",1358396.89,2020,3,1364201.6018049172,1331640.0983333336,1.6572908893277338,5.739449504298877
147,2020-04-01,2020-04-01,7,"Transport, communications and information services",1341881.67,2020,4,1358337.8504767923,1335843.3670833334,-0.42983026265083213,5.819959758237903
148,2020-05-01,2020-05-01,7,"Transport, communications and information services",1332223.86,2020,5,1351036.372846584,1338914.8575000002,-0.5375303079160565,6.127541889504573
149,2020-06-01,2020-06-01,7,"Transport, communications and information services",1333152.52,2020,6,1363326.991284084,1341268.565,0.9097178051249655,15.311293374761092
150,2020-07-01,2020-07-01,7,"Transport, communications and information services",1337269.57,2020,7,1331298.1275157016,1339789.4020833329,-2.3493163395976846,4.075056639505936
151,2020-08-01,2020-08-01,7,"Transport, communications and information services",1340842.78,2020,8,1342037.0891333485,1335969.4966666666,0.8066534005938042,6.400919035568253
152,2020-09-01,2020-09-01,7,"Transport, communications and information services",1389290.87,2020,9,1356378.6865598194,1332548.4216666666,1.068643895358523,5.075339495133657
153,2020-10-01,2020-10-01,7,"Transport, communications and information services",1297567.1,2020,10,1311386.580502834,1328608.77125,-3.3170755706209754,2.7713252455739745
154,2020-11-01,2020-11-01,7,"Transport, communications and information services",1301201.09,2020,11,1320822.256830959,1325180.1058333332,0.7195190547479191,2.990559016967942
155,2020-12-01,2020-12-01,7,"Transport, communications and information services",1372989.64,2020,12,1313355.7296955422,1322290.4849999999,-0.5652938612142444,1.4002241707836038
156,2021-01-01,2021-01-01,7,"Transport, communications and information services",1306222.42,2021,1,1296512.1955288756,1320030.8550000002,-1.282480731292146,-3.9725931232935885
157,2021-02-01,2021-02-01,7,"Transport, communications and information services",1301574.63,2021,2,1303919.5578205422,1317578.5691666666,0.5713299355927015,-2.8347939114927723
158,2021-03-01,2021-03-01,7,"Transport, communications and information services",1314332.93,2021,3,1320137.6418049172,1313828.589583333,1.2437948251564634,-3.2300181983147325
159,2021-04-01,2021-04-01,7,"Transport, communications and information services",1291394.02,2021,4,1307850.2004767924,1310965.8375,-0.9307697121131442,-3.716869848121962
160,2021-05-01,2021-05-01,7,"Transport, communications and information services",1300423.54,2021,5,1319236.052846584,1309685.4229166666,0.8705777133834358,-2.3537723068845273
161,2021-06-01,2021-06-01,7,"Transport, communications and information services",1295601.94,2021,6,1325776.411284084,1309912.12,0.4957686248330928,-2.754334084197374
162,2021-07-01,2021-07-01,7,"Transport, communications and information services",1320589.03,2021,7,1314617.5875157015,1311242.7541666667,-0.8416821775833583,-1.2529530129458788
163,2021-08-01,2021-08-01,7,"Transport, communications and information services",1298668.46,2021,8,1299862.7691333485,1312195.2970833334,-1.1223658136383152,-3.1425599442437946
164,2021-09-01,2021-09-01,7,"Transport, communications and information services",1341465.68,2021,9,1308553.4965598192,1312510.47375,0.6685880719750958,-3.5259467340421846
165,2021-10-01,2021-10-01,7,"Transport, communications and information services",1276686.24,2021,10,1290505.7205028338,1312577.6379166665,-1.3792157603363497,-1.5922734234472324
166,2021-11-01,2021-11-01,7,"Transport, communications and information services",1291352.0,2021,11,1310973.166830959,1312960.5183333333,1.5860019837920847,-0.7456786822801487
167,2021-12-01,2021-12-01,7,"Transport, communications and information services",1388279.46,2021,12,1328645.5496955423,1313787.3583333332,1.34803543746842,1.1641796395516213
168,2022-01-01,2022-01-01,7,"Transport, communications and information services",1322867.82,2022,1,1313157.5955288757,1314477.1987499997,-1.1656949568088826,1.283859886347627
169,2022-02-01,2022-02-01,7,"Transport, communications and information services",1307790.26,2022,2,1310135.1878205424,1315440.3987499997,-0.23016336490183642,0.47668814864541
170,2022-03-01,2022-03-01,7,"Transport, communications and information services",1315681.54,2022,3,1321486.2518049174,1317400.5004166663,0.8664040237907011,0.1021567719375227
171,2022-04-01,2022-04-01,7,"Transport, communications and information services",1291657.35,2022,4,1308113.5304767925,1320492.1012499998,-1.011945550690374,0.020134568921115203
172,2022-05-01,2022-05-01,7,"Transport, communications and information services",1309349.34,2022,5,1328161.852846584,1323647.7695833333,1.5326133323064317,0.6765885438576591
173,2022-06-01,2022-06-01,7,"Transport, communications and information services",1306520.3,2022,6,1336694.771284084,1321267.7474999998,0.6424607376888547,0.8235445967412547
174,2022-07-01,2022-07-01,7,"Transport, communications and information services",1326226.84,2022,7,1320255.3975157016,1314568.3533333333,-1.2298524780335662,0.42885551308149417
175,2022-08-01,2022-08-01,7,"Transport, communications and information services",1316147.45,2022,8,1317341.7591333485,1308832.8449999997,-0.22068748121277793,1.3446796396556326
176,2022-09-01,2022-09-01,7,"Transport, communications and information services",1371029.13,2022,9,1338116.9465598192,1302603.9158333335,1.5770537358611003,2.25924657094434
177,2022-10-01,2022-10-01,7,"Transport, communications and information services",1321321.21,2022,10,1335140.6905028338,1296767.2354166666,-0.22242122145130772,3.4587192672503875
178,2022-11-01,2022-11-01,7,"Transport, communications and information services",1322453.07,2022,11,1342074.236830959,1294069.2391666668,0.5193120378582661,2.3723651091335007
179,2022-12-01,2022-12-01,7,"Transport, communications and information services",1300057.86,2022,12,1240423.9496955425,1293570.46625,-7.574118058882018,-6.639965039601103
180,2023-01-01,2023-01-01,7,"Transport, communications and information services",1250303.96,2023,1,1240593.7355288756,1292901.6066666667,0.01368772614998015,-5.525906429439253
181,2023-02-01,2023-02-01,7,"Transport, communications and information services",1242701.92,2023,2,1245046.8478205423,1292113.0758333332,0.35895008689272867,-4.968062884279667
182,2023-03-01,2023-03-01,7,"Transport, communications and information services",1231275.58,2023,3,1237080.2918049174,1289833.1458333335,-0.6398599401757799,-6.387199252713849
183,2023-04-01,2023-04-01,7,"Transport, communications and information services",1235982.98,2023,4,1252439.1604767924,1285794.7887499998,1.241541779755151,-4.256080890754754
184,2023-05-01,2023-05-01,7,"Transport, communications and information services",1300271.8,2023,5,1319084.312846584,1281523.4508333332,5.321228724948246,-0.6834663998626866
185,2023-06-01,2023-06-01,7,"Transport, communications and information services",1303627.29,2023,6,1333801.761284084,1281689.427916667,1.1157322010554305,-0.2164301127041024
186,2023-07-01,2023-07-01,7,"Transport, communications and information services",1313067.22,2023,7,1307095.7775157015,1286485.2195833335,-2.0022453518633854,-0.9967480553203845
187,2023-08-01,2023-08-01,7,"Transport, communications and information services",1310382.33,2023,8,1311576.6391333486,1290937.5799999998,0.3428105036161533,-0.43763282838560347
188,2023-09-01,2023-09-01,7,"Transport, communications and information services",1322075.93,2023,9,1289163.7465598192,1295562.1075,-1.7088511570577558,-3.6583648481438247
189,2023-10-01,2023-10-01,7,"Transport, communications and information services",1273353.84,2023,10,1287173.320502834,1299927.6491666667,-0.1543966825235943,-3.592682804232017
190,2023-11-01,2023-11-01,7,"Transport, communications and information services",1267908.33,2023,11,1287529.496830959,1301026.595,0.027671201884915675,-4.064211837401521
191,2023-12-01,2023-12-01,7,"Transport, communications and information services",1358586.05,2023,12,1298952.1396955424,1299468.8666666667,0.8871752369711272,4.718402124883636
192,2024-01-01,2024-01-01,7,"Transport, communications and information services",1306874.77,2024,1,1297164.5455288757,1299376.0091666668,-0.13761817021877842,4.559978692451105
193,2024-02-01,2024-02-01,7,"Transport, communications and information services",1292987.76,2024,2,1295332.6878205424,1300475.2808333335,-0.14122014933628524,4.038871315406767
194,2024-03-01,2024-03-01,7,"Transport, communications and information services",1291978.4,2024,3,1297783.1118049172,1302897.3020833333,0.1891733303278187,4.906942613355647
195,2024-04-01,2024-04-01,7,"Transport, communications and information services",1280053.16,2024,4,1296509.3404767923,1307002.0154166666,-0.09814978454707468,3.5187481668349285
196,2024-05-01,2024-05-01,7,"Transport, communications and information services",1282576.32,2024,5,1301388.832846584,1311492.6341666668,0.37635612929693973,-1.3414972665252267
197,2024-06-01,2024-06-01,7,"Transport, communications and information services",1283937.29,2024,6,1314111.761284084,1321603.2345833334,0.977642355334396,-1.476231368973746
198,2024-07-01,2024-07-01,7,"Transport, communications and information services",1330528.64,2024,7,1324557.1975157014,1335893.2954166667,0.7948666574150831,1.3358944539770157
199,2024-08-01,2024-08-01,7,"Transport, communications and information services",1319303.43,2024,8,1320497.7391333485,1349550.1658333333,-0.30647663913394574,0.6801813736096118
200,2024-09-01,2024-09-01,7,"Transport, communications and information services",1371283.34,2024,9,1338371.1565598194,1364325.7470833333,1.3535363898617092,3.817002311096007
201,2024-10-01,2024-10-01,7,"Transport, communications and information services",1322659.55,2024,10,1336479.030502834,,-0.14137528649743603,3.8305416383815905
202,2024-11-01,2024-11-01,7,"Transport, communications and information services",1326377.47,2024,11,1345998.636830959,,0.7122899881596645,4.54118838783204
203,2024-12-01,2024-12-01,7,"Transport, communications and information services",1542771.32,2024,12,1483137.4096955424,,10.188626430370329,14.179527048869623
204,2025-01-01,2025-01-01,7,"Transport, communications and information services",1465650.96,2025,1,1455940.7355288756,,-1.8337258563419057,12.240250517737072
205,2025-02-01,2025-02-01,7,"Transport, communications and information services",1461976.46,2025,2,1464321.3878205423,,0.575617680524787,13.04596893052481
206,2025-03-01,2025-03-01,7,"Transport, communications and information services",1477603.65,2025,3,1483408.3618049172,,1.3034689066983685,14.303256708421653
0,2008-01-01,2008-01-01,8,Financial intermediation,1117901.28,2008,1,1101816.16477188,,,
1,2008-02-01,2008-02-01,8,Financial intermediation,1329027.08,2008,2,1297881.087141672,,17.79470374809624,
2,2008-03-01,2008-03-01,8,Financial intermediation,1302112.0,2008,3,1295908.3451104218,,-0.15199713215597876,
3,2008-04-01,2008-04-01,8,Financial intermediation,1287649.93,2008,4,1302303.37102188,,0.4934782568217333,
4,2008-05-01,2008-05-01,8,Financial intermediation,1373310.65,2008,5,1411880.3255791718,,8.41408822210985,
5,2008-06-01,2008-06-01,8,Financial intermediation,1293022.26,2008,6,1347398.6042510467,,-4.56708122918802,
6,2008-07-01,2008-07-01,8,Financial intermediation,1282806.63,2008,7,1290364.2052390983,1227260.5637500002,-4.232926977362506,
7,2008-08-01,2008-08-01,8,Financial intermediation,1100177.46,2008,8,1119310.8271018432,1220317.0066666666,-13.256209172786203,
8,2008-09-01,2008-09-01,8,Financial intermediation,1149810.58,2008,9,1109748.8336704709,1204737.5300000003,-0.8542750771142416,
9,2008-10-01,2008-10-01,8,Financial intermediation,1204179.26,2008,10,1235920.6509697968,1189729.7775,11.36940301005005,
10,2008-11-01,2008-11-01,8,Financial intermediation,1092882.26,2008,11,1140265.8890427134,1171837.3225,-7.739555274201903,
11,2008-12-01,2008-12-01,8,Financial intermediation,1186678.69,2008,12,1066759.776100005,1153283.4874999998,-6.4464011112722925,
12,2009-01-01,2009-01-01,8,Financial intermediation,1133038.65,2009,1,1116953.53477188,1138811.3283333331,4.705254153412075,1.373856227924719
13,2009-02-01,2009-02-01,8,Financial intermediation,1147244.34,2009,2,1116098.347141672,1133105.4845833331,-0.0765642977603953,-14.006116723708551
14,2009-03-01,2009-03-01,8,Financial intermediation,1109987.3,2009,3,1103783.6451104218,1134901.7766666666,-1.1033706897593754,-14.82548520695184
15,2009-04-01,2009-04-01,8,Financial intermediation,1119588.57,2009,4,1134242.0110218802,1131991.9279166667,2.759450735330593,-12.904931657216467
16,2009-05-01,2009-05-01,8,Financial intermediation,1111953.09,2009,5,1150522.765579172,1130077.4795833332,1.4353863107771758,-18.511311140537888
17,2009-06-01,2009-06-01,8,Financial intermediation,1109087.78,2009,6,1163464.1242510467,1133980.05375,1.1248242154826116,-13.6510813815367
18,2009-07-01,2009-07-01,8,Financial intermediation,1119409.29,2009,7,1126966.8652390984,1140597.9470833333,-3.1369475217332132,-12.662885357217668
19,2009-08-01,2009-08-01,8,Financial intermediation,1126634.55,2009,8,1145767.9171018433,1148712.1995833332,1.6682879011492568,2.363694637753455
20,2009-09-01,2009-09-01,8,Financial intermediation,1166464.5,2009,9,1126402.7536704708,1156672.8729166666,-1.6901471181315353,1.500692723858732
21,2009-10-01,2009-10-01,8,Financial intermediation,1117688.97,2009,10,1149430.3609697968,1163885.7904166665,2.0443493434554094,-6.998045540555797
22,2009-11-01,2009-11-01,8,Financial intermediation,1133425.79,2009,11,1180809.4190427135,1170287.3954166668,2.729966002154449,3.5556207012416685
23,2009-12-01,2009-12-01,8,Financial intermediation,1239796.94,2009,12,1119878.026100005,1177542.0195833335,-5.160137780075102,4.979401285094975
24,2010-01-01,2010-01-01,8,Financial intermediation,1238749.84,2010,1,1222664.72477188,1184682.3904166669,9.178383384289756,9.46424239765622
25,2010-02-01,2010-02-01,8,Financial intermediation,1236275.21,2010,2,1205129.2171416718,1191348.60875,-1.4342041014947848,7.976973555064215
26,2010-03-01,2010-03-01,8,Financial intermediation,1212012.59,2010,3,1205808.9351104219,1201338.4800000002,0.05640208195782925,9.243232625519958
27,2010-04-01,2010-04-01,8,Financial intermediation,1190673.3,2010,4,1205326.7410218802,1212768.2641666667,-0.0399892615240538,6.267157212415109
28,2010-05-01,2010-05-01,8,Financial intermediation,1194506.88,2010,5,1233076.5555791717,1222202.2354166668,2.302264905677376,7.175328682735138
29,2010-06-01,2010-06-01,8,Financial intermediation,1200644.97,2010,6,1255021.3142510466,1244726.9891666665,1.779675282332116,7.869360824420579
30,2010-07-01,2010-07-01,8,Financial intermediation,1199221.0,2010,7,1206778.5752390984,1275638.5516666668,-3.8439776650915136,7.081992599939224
31,2010-08-01,2010-08-01,8,Financial intermediation,1206812.08,2010,8,1225945.4471018433,1302318.1958333333,1.5882674962925503,6.997711212127911
32,2010-09-01,2010-09-01,8,Financial intermediation,1326043.88,2010,9,1285982.1336704707,1328310.7633333332,4.897174397976278,14.167168846134137
33,2010-10-01,2010-10-01,8,Financial intermediation,1232424.41,2010,10,1264165.8009697967,1353930.8704166666,-1.6964724570788126,9.98193921928383
34,2010-11-01,2010-11-01,8,Financial intermediation,1245105.66,2010,11,1292489.2890427134,1379971.5458333332,2.240488395682627,9.457908126320591
35,2010-12-01,2010-12-01,8,Financial intermediation,1668711.16,2010,12,1548792.246100005,1407627.6925,19.83018035276125,38.30008358086114
36,2011-01-01,2011-01-01,8,Financial intermediation,1551713.12,2011,1,1535628.00477188,1437780.0841666665,-0.8499681840010265,25.596819279986292
37,2011-02-01,2011-02-01,8,Financial intermediation,1563623.39,2011,2,1532477.3971416717,1470623.38,-0.2051673725940173,27.162911274892586
38,2011-03-01,2011-03-01,8,Financial intermediation,1508486.03,2011,3,1502282.3751104218,1499808.98625,-1.9703404492339538,24.587099279775227
39,2011-04-01,2011-04-01,8,Financial intermediation,1509082.43,2011,4,1523735.87102188,1523825.5287499998,1.4280601481383437,26.41683115153086
40,2011-05-01,2011-05-01,8,Financial intermediation,1501073.96,2011,5,1539643.6355791718,1548827.21625,1.0439975103180732,24.86196648642034
41,2011-06-01,2011-06-01,8,Financial intermediation,1557825.41,2011,6,1612201.7542510466,1561020.6908333332,4.7126566820496985,28.460109477356
42,2011-07-01,2011-07-01,8,Financial intermediation,1565697.96,2011,7,1573255.5352390984,1551340.9987499998,-2.415716203586493,30.36820237941249
43,2011-08-01,2011-08-01,8,Financial intermediation,1628574.22,2011,8,1647707.5871018432,1532463.044583333,4.732355945687483,34.403010427344306
44,2011-09-01,2011-09-01,8,Financial intermediation,1604736.29,2011,9,1564674.5436704708,1514098.5812499996,-5.039306979062919,21.67156157951835
45,2011-10-01,2011-10-01,8,Financial intermediation,1530129.02,2011,10,1561870.4109697968,1496590.8887500002,-0.17921507779476986,23.549490879409806
46,2011-11-01,2011-11-01,8,Financial intermediation,1547441.55,2011,11,1594825.1790427135,1479708.7162499998,2.1099553356961565,23.391752068129424
