MIP_sector_id,Vol_Emp_Growth_SA
1,3.3212226220479084
2,6.997928737847554
3,1.3917284138160826
4,2.347686712303039
5,1.9181501446778602
6,2.086300482068964
7,1.986751275424603
8,3.7059916809651
9,2.0423053432836995
10,1.5358964263378958
11,1.4871539985549647
12,3.3231193023005674
