MIP_sector_id,Vol_Emp_SA
1,3471.068257981793
2,2497.2300900926357
3,8484.730648417551
4,2110.9453806560655
5,8915.891150336567
6,26246.53392999952
7,10937.21841878979
8,4257.142347034904
9,638.3375301151178
10,19458.057118744946
11,22811.54312184159
12,3048.8975392788825
