MIP_sector_id,Vol_Real_Wage_Growth_SA
1,2.488079176901328
2,5.982981731843574
3,2.5445768320652964
4,4.241855109609659
5,1.839517221644811
6,2.7330545148489884
7,2.728596741121951
8,4.866318682211845
9,3.4129397968367763
10,2.8661639734739457
11,1.8779593075985146
12,2.585426279379084
