MIP_sector_id,Vol_Nominal_Wage_Growth_SA
1,2.7866598821307424
2,6.206002447144609
3,2.853327043549163
4,4.386304078011341
5,1.9043578628776796
6,2.8358512497857
7,2.862635038473737
8,5.041887168879239
9,3.4988685718063746
10,2.9474590780981016
11,2.1419334272208896
12,2.6167995131444557
